task_id,date,department,section_id,severity_level,severity_num,priority_code,priority_rank,estimated_duration_hours,deferred_count,days_until_target,passenger_trains_daily,freight_rakes_daily,total_trains_daily,capacity_utilization_percent,festival_flag,festival_traffic_multiplier,latitude,longitude,status,source_type
TMS_TASK_000129,2024-08-27,ENGINEERING,SEC_030,HIGH,3,P2_URGENT,3,4.7,4,7,46,10,56,93.3,0,1.0,11.981313,79.508351,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000130,2024-01-02,ENGINEERING,SEC_062,MEDIUM,2,P3_NORMAL,2,2.2,0,7,54,10,64,106.7,0,1.0,10.207857,78.103804,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000131,2024-10-28,ENGINEERING,SEC_062,HIGH,3,P2_URGENT,3,2.4,1,7,54,10,64,106.7,0,1.0,10.129251,78.104213,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000132,2024-01-10,ENGINEERING,SEC_001,HIGH,3,P2_URGENT,3,4.6,3,7,53,16,69,115.0,0,1.0,13.056502,80.24333,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000133,2024-02-05,ENGINEERING,SEC_027,HIGH,3,P2_URGENT,3,3.5,3,7,43,8,51,85.0,0,1.0,12.149183,79.59251,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000134,2024-03-17,ENGINEERING,SEC_062,MEDIUM,2,P3_NORMAL,2,3.5,0,7,54,10,64,106.7,0,1.0,10.152382,78.104093,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000135,2024-09-08,ENGINEERING,SEC_003,MEDIUM,2,P3_NORMAL,2,3.3,2,7,50,10,60,100.0,0,1.0,12.99688,80.201384,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000136,2024-07-29,ENGINEERING,SEC_027,HIGH,3,P2_URGENT,3,3.5,0,7,43,8,51,85.0,0,1.0,12.135775,79.580851,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000137,2024-11-11,ENGINEERING,SEC_009,HIGH,3,P2_URGENT,3,2.2,0,7,35,12,47,78.3,0,1.0,12.942259,80.134344,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000138,2024-12-10,ENGINEERING,SEC_062,CRITICAL,4,P1_EMERGENCY,4,4.3,0,7,54,10,64,106.7,0,1.0,10.140622,78.104154,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000139,2024-02-14,ENGINEERING,SEC_037,HIGH,3,P2_URGENT,3,3.7,0,7,31,14,45,75.0,0,1.0,11.38759,79.220344,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000140,2024-10-24,ENGINEERING,SEC_051,HIGH,3,P2_URGENT,3,1.9,3,7,31,16,47,78.3,0,1.0,10.827288,78.695224,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000141,2024-10-07,ENGINEERING,SEC_044,HIGH,3,P2_URGENT,3,4.3,2,7,27,18,45,75.0,0,1.0,11.011141,78.991799,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000142,2024-03-05,ENGINEERING,SEC_024,HIGH,3,P2_URGENT,3,3.7,1,7,60,8,68,113.3,0,1.0,12.318627,79.734497,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000143,2024-01-08,ENGINEERING,SEC_059,HIGH,3,P2_URGENT,3,3.7,0,7,39,12,51,85.0,0,1.0,10.525177,78.254525,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000144,2024-03-08,ENGINEERING,SEC_032,MEDIUM,2,P3_NORMAL,2,3.7,0,7,58,10,68,113.3,1,1.3,11.856504,79.424379,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000145,2024-09-10,ENGINEERING,SEC_052,MEDIUM,2,P3_NORMAL,2,3.4,0,7,36,16,52,86.7,0,1.0,10.819046,78.690952,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000146,2024-11-20,ENGINEERING,SEC_062,HIGH,3,P2_URGENT,3,3.8,3,7,54,10,64,106.7,0,1.0,10.362851,78.102996,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000147,2024-04-16,ENGINEERING,SEC_058,MEDIUM,2,P3_NORMAL,2,3.8,3,7,56,16,72,120.0,0,1.0,10.550091,78.321034,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000148,2024-09-28,ENGINEERING,SEC_052,HIGH,3,P2_URGENT,3,4.7,0,7,36,16,52,86.7,0,1.0,10.82054,78.690525,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000149,2024-03-28,ENGINEERING,SEC_012,CRITICAL,4,P1_EMERGENCY,4,4.3,0,7,53,16,69,115.0,0,1.0,12.90391,80.094062,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000150,2024-07-30,ENGINEERING,SEC_039,HIGH,3,P2_URGENT,3,2.1,3,7,42,18,60,100.0,0,1.0,11.29002,79.188761,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000151,2024-11-26,ENGINEERING,SEC_002,HIGH,3,P2_URGENT,3,2.1,0,7,58,12,70,116.7,0,1.0,13.017032,80.216921,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000152,2024-01-18,ENGINEERING,SEC_003,HIGH,3,P2_URGENT,3,4.1,0,7,50,10,60,100.0,0,1.0,12.997857,80.202314,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000153,2024-03-30,ENGINEERING,SEC_056,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,61,10,71,118.3,0,1.0,10.613486,78.426633,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000154,2024-02-23,ENGINEERING,SEC_059,MEDIUM,2,P3_NORMAL,2,2.4,2,7,39,12,51,85.0,0,1.0,10.538161,78.293088,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000155,2024-05-25,ENGINEERING,SEC_002,HIGH,3,P2_URGENT,3,4.4,0,7,58,12,70,116.7,0,1.0,13.028823,80.223006,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000156,2024-07-27,ENGINEERING,SEC_002,HIGH,3,P2_URGENT,3,4.5,0,7,58,12,70,116.7,0,1.0,13.020471,80.218696,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000157,2024-09-01,ENGINEERING,SEC_054,HIGH,3,P2_URGENT,3,4.8,0,7,50,18,68,113.3,0,1.0,10.757608,78.633458,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000158,2024-11-05,ENGINEERING,SEC_001,CRITICAL,4,P1_EMERGENCY,4,4.7,0,7,53,16,69,115.0,0,1.0,13.067405,80.252529,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000159,2024-02-26,ENGINEERING,SEC_019,HIGH,3,P2_URGENT,3,4.3,0,7,60,16,76,126.7,0,1.0,12.584763,79.948558,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000160,2024-08-25,ENGINEERING,SEC_002,HIGH,3,P2_URGENT,3,3.8,2,7,58,12,70,116.7,0,1.0,13.025791,80.221441,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000161,2024-10-22,ENGINEERING,SEC_053,HIGH,3,P2_URGENT,3,4.8,2,7,41,16,57,95.0,0,1.0,10.797718,78.687549,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000162,2024-06-30,ENGINEERING,SEC_044,MEDIUM,2,P3_NORMAL,2,2.6,4,7,27,18,45,75.0,0,1.0,11.009518,78.990269,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000163,2024-08-16,ENGINEERING,SEC_032,CRITICAL,4,P1_EMERGENCY,4,2.1,1,7,58,10,68,113.3,0,1.0,11.845728,79.416367,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000164,2024-12-02,ENGINEERING,SEC_032,HIGH,3,P2_URGENT,3,2.1,0,7,58,10,68,113.3,0,1.0,11.869267,79.433867,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000165,2024-11-29,ENGINEERING,SEC_068,HIGH,3,P2_URGENT,3,3.4,0,7,59,18,77,275.0,0,1.0,8.809934,78.108242,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000166,2024-01-19,ENGINEERING,SEC_055,CRITICAL,4,P1_EMERGENCY,4,2.3,0,7,53,16,69,115.0,0,1.0,10.732958,78.596939,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000167,2024-08-08,ENGINEERING,SEC_056,CRITICAL,4,P1_EMERGENCY,4,2.6,0,7,61,10,71,118.3,0,1.0,10.694262,78.538617,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000168,2024-02-22,ENGINEERING,SEC_017,CRITICAL,4,P1_EMERGENCY,4,4.4,0,7,52,12,64,106.7,0,1.0,12.715838,79.987139,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000169,2024-01-08,ENGINEERING,SEC_038,MEDIUM,2,P3_NORMAL,2,4.4,3,7,30,18,48,80.0,0,1.0,11.33162,79.209488,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000170,2024-03-26,ENGINEERING,SEC_024,HIGH,3,P2_URGENT,3,2.4,2,7,60,8,68,113.3,0,1.0,12.332432,79.74817,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000171,2024-03-07,ENGINEERING,SEC_011,CRITICAL,4,P1_EMERGENCY,4,2.7,0,7,57,16,73,121.7,0,1.0,12.913928,80.104713,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000172,2024-01-04,ENGINEERING,SEC_016,MEDIUM,2,P3_NORMAL,2,3.4,0,7,60,12,72,120.0,0,1.0,12.772679,80.007153,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000173,2024-06-30,ENGINEERING,SEC_059,MEDIUM,2,P3_NORMAL,2,3.3,1,7,39,12,51,85.0,0,1.0,10.534181,78.281266,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000174,2024-06-11,ENGINEERING,SEC_003,CRITICAL,4,P1_EMERGENCY,4,3.8,3,7,50,10,60,100.0,0,1.0,13.002559,80.20679,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000175,2024-06-24,ENGINEERING,SEC_020,CRITICAL,4,P1_EMERGENCY,4,2.5,0,7,40,12,52,86.7,0,1.0,12.521833,79.904691,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000176,2024-05-23,ENGINEERING,SEC_059,HIGH,3,P2_URGENT,3,4.7,0,7,39,12,51,85.0,0,1.0,10.535472,78.2851,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000177,2024-08-09,ENGINEERING,SEC_036,HIGH,3,P2_URGENT,3,4.0,0,7,29,8,37,61.7,0,1.0,11.434646,79.245535,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000178,2024-02-20,ENGINEERING,SEC_019,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,60,16,76,126.7,0,1.0,12.604648,79.962546,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000179,2024-03-17,ENGINEERING,SEC_067,CRITICAL,4,P1_EMERGENCY,4,4.0,2,7,47,12,59,210.7,0,1.0,8.820563,78.052017,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000180,2024-01-21,ENGINEERING,SEC_019,HIGH,3,P2_URGENT,3,1.9,3,7,60,16,76,126.7,0,1.0,12.541382,79.918043,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000181,2024-04-22,ENGINEERING,SEC_020,HIGH,3,P2_URGENT,3,1.8,2,7,40,12,52,86.7,0,1.0,12.530064,79.91016,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000182,2024-01-30,ENGINEERING,SEC_052,CRITICAL,4,P1_EMERGENCY,4,2.4,0,7,36,16,52,86.7,0,1.0,10.822153,78.690064,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000183,2024-08-22,ENGINEERING,SEC_033,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,54,16,70,116.7,0,1.0,11.66101,79.340057,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000184,2024-06-14,ENGINEERING,SEC_040,MEDIUM,2,P3_NORMAL,2,4.5,2,7,45,14,59,98.3,0,1.0,11.248706,79.156336,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000185,2024-07-08,ENGINEERING,SEC_039,HIGH,3,P2_URGENT,3,3.4,2,7,42,18,60,100.0,0,1.0,11.299919,79.194805,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000186,2024-09-20,ENGINEERING,SEC_001,CRITICAL,4,P1_EMERGENCY,4,2.5,0,7,53,16,69,115.0,0,1.0,13.05952,80.245877,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000187,2024-04-03,ENGINEERING,SEC_011,CRITICAL,4,P1_EMERGENCY,4,4.5,0,7,57,16,73,121.7,0,1.0,12.907322,80.09736,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000188,2024-02-22,ENGINEERING,SEC_057,HIGH,3,P2_URGENT,3,4.4,0,7,48,16,64,106.7,0,1.0,10.599855,78.406186,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000189,2024-05-13,ENGINEERING,SEC_050,HIGH,3,P2_URGENT,3,2.3,2,7,30,12,42,70.0,0,1.0,10.832691,78.702196,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000190,2024-09-28,ENGINEERING,SEC_023,MEDIUM,2,P3_NORMAL,2,2.1,0,7,60,8,68,113.3,0,1.0,12.345146,79.760893,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000191,2024-02-14,ENGINEERING,SEC_031,HIGH,3,P2_URGENT,3,4.0,4,7,35,8,43,71.7,0,1.0,11.913339,79.470589,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000192,2024-03-02,ENGINEERING,SEC_042,HIGH,3,P2_URGENT,3,3.4,1,7,52,8,60,100.0,0,1.0,11.112314,79.046614,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000193,2024-12-14,ENGINEERING,SEC_007,MEDIUM,2,P3_NORMAL,2,3.7,3,7,26,14,40,66.7,0,1.0,12.979454,80.164719,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000194,2024-07-29,ENGINEERING,SEC_016,MEDIUM,2,P3_NORMAL,2,4.3,3,7,60,12,72,120.0,0,1.0,12.799492,80.02304,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000195,2024-11-09,ENGINEERING,SEC_060,HIGH,3,P2_URGENT,3,3.8,0,7,35,12,47,78.3,0,1.0,10.508001,78.210539,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000196,2024-04-26,ENGINEERING,SEC_002,MEDIUM,2,P3_NORMAL,2,4.2,0,7,58,12,70,116.7,0,1.0,13.034639,80.226007,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000197,2024-09-03,ENGINEERING,SEC_001,MEDIUM,2,P3_NORMAL,2,5.1,4,7,53,16,69,115.0,0,1.0,13.040493,80.229823,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000198,2024-02-12,ENGINEERING,SEC_048,MEDIUM,2,P3_NORMAL,2,3.4,0,7,28,8,36,60.0,0,1.0,10.87378,78.782519,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000199,2024-12-06,ENGINEERING,SEC_012,CRITICAL,4,P1_EMERGENCY,4,3.7,0,7,53,16,69,115.0,0,1.0,12.89858,80.090125,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000200,2024-09-30,ENGINEERING,SEC_037,CRITICAL,4,P1_EMERGENCY,4,2.4,0,7,31,14,45,75.0,0,1.0,11.377346,79.219761,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000201,2024-12-24,ENGINEERING,SEC_032,HIGH,3,P2_URGENT,3,2.4,0,7,58,10,68,113.3,0,1.0,11.845307,79.416054,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000202,2024-06-30,ENGINEERING,SEC_009,HIGH,3,P2_URGENT,3,4.4,0,7,35,12,47,78.3,0,1.0,12.938336,80.131649,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000203,2024-01-30,ENGINEERING,SEC_019,MEDIUM,2,P3_NORMAL,2,2.6,0,7,60,16,76,126.7,0,1.0,12.553515,79.926577,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000204,2024-06-25,ENGINEERING,SEC_048,CRITICAL,4,P1_EMERGENCY,4,2.6,0,7,28,8,36,60.0,0,1.0,10.874304,78.793003,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000205,2024-05-09,ENGINEERING,SEC_003,HIGH,3,P2_URGENT,3,2.6,3,7,50,10,60,100.0,0,1.0,13.007148,80.211159,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000206,2024-06-21,ENGINEERING,SEC_020,MEDIUM,2,P3_NORMAL,2,4.5,2,7,40,12,52,86.7,0,1.0,12.528316,79.908999,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000207,2024-10-21,ENGINEERING,SEC_024,HIGH,3,P2_URGENT,3,1.7,1,7,60,8,68,113.3,0,1.0,12.333273,79.749003,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000208,2024-03-28,ENGINEERING,SEC_054,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,50,18,68,113.3,0,1.0,10.791838,78.681858,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000209,2024-07-04,ENGINEERING,SEC_033,MEDIUM,2,P3_NORMAL,2,4.5,2,7,54,16,70,116.7,0,1.0,11.626674,79.326153,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000210,2024-05-17,ENGINEERING,SEC_024,MEDIUM,2,P3_NORMAL,2,1.9,0,7,60,8,68,113.3,0,1.0,12.30839,79.724357,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000211,2024-09-21,ENGINEERING,SEC_036,CRITICAL,4,P1_EMERGENCY,4,4.1,2,7,29,8,37,61.7,0,1.0,11.423329,79.237855,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000212,2024-08-03,ENGINEERING,SEC_038,HIGH,3,P2_URGENT,3,4.7,0,7,30,18,48,80.0,0,1.0,11.333928,79.210074,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000213,2024-09-05,ENGINEERING,SEC_025,HIGH,3,P2_URGENT,3,2.4,0,7,29,8,37,61.7,0,1.0,12.266147,79.685408,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000214,2024-01-05,ENGINEERING,SEC_018,HIGH,3,P2_URGENT,3,1.9,0,7,32,12,44,73.3,0,1.0,12.674786,79.979129,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000215,2024-12-01,ENGINEERING,SEC_066,MEDIUM,2,P3_NORMAL,2,3.1,4,7,59,12,71,253.6,0,1.0,8.9163,78.033321,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000216,2024-12-29,ENGINEERING,SEC_054,HIGH,3,P2_URGENT,3,2.3,3,7,50,18,68,113.3,0,1.0,10.780176,78.665368,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000217,2024-05-01,ENGINEERING,SEC_035,HIGH,3,P2_URGENT,3,3.4,0,7,60,8,68,113.3,0,1.0,11.487803,79.282752,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000218,2024-02-02,ENGINEERING,SEC_061,CRITICAL,4,P1_EMERGENCY,4,2.0,0,7,25,12,37,61.7,0,1.0,10.472953,78.143962,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000219,2024-01-30,ENGINEERING,SEC_041,HIGH,3,P2_URGENT,3,3.5,0,7,29,8,37,61.7,0,1.0,11.160159,79.074061,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000220,2024-12-09,ENGINEERING,SEC_033,HIGH,3,P2_URGENT,3,3.3,0,7,54,16,70,116.7,0,1.0,11.688368,79.351135,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000221,2024-11-06,ENGINEERING,SEC_068,MEDIUM,2,P3_NORMAL,2,3.7,0,7,59,18,77,275.0,0,1.0,8.808107,78.130155,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000222,2024-12-24,ENGINEERING,SEC_033,HIGH,3,P2_URGENT,3,2.7,0,7,54,16,70,116.7,0,1.0,11.808188,79.399656,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000223,2024-08-06,ENGINEERING,SEC_014,MEDIUM,2,P3_NORMAL,2,4.7,0,7,45,10,55,91.7,0,1.0,12.857902,80.065878,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000224,2024-12-21,ENGINEERING,SEC_021,HIGH,3,P2_URGENT,3,2.8,0,7,24,12,36,60.0,0,1.0,12.465004,79.861744,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000225,2024-08-06,ENGINEERING,SEC_048,MEDIUM,2,P3_NORMAL,2,3.3,1,7,28,8,36,60.0,0,1.0,10.874519,78.797291,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000226,2024-11-28,ENGINEERING,SEC_020,MEDIUM,2,P3_NORMAL,2,3.6,3,7,40,12,52,86.7,0,1.0,12.509043,79.896191,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000227,2024-12-25,ENGINEERING,SEC_008,HIGH,3,P2_URGENT,3,4.7,0,7,40,10,50,83.3,1,1.45,12.955207,80.143302,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000228,2024-08-17,ENGINEERING,SEC_007,MEDIUM,2,P3_NORMAL,2,4.0,1,7,26,14,40,66.7,0,1.0,12.974091,80.159,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000229,2024-05-20,ENGINEERING,SEC_067,HIGH,3,P2_URGENT,3,2.3,0,7,47,12,59,210.7,0,1.0,8.822023,78.046171,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000230,2024-04-14,ENGINEERING,SEC_017,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,52,12,64,106.7,1,1.4,12.709115,79.985149,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000231,2024-05-31,ENGINEERING,SEC_033,MEDIUM,2,P3_NORMAL,2,3.2,1,7,54,16,70,116.7,0,1.0,11.786658,79.390938,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000232,2024-05-15,ENGINEERING,SEC_048,HIGH,3,P2_URGENT,3,1.8,3,7,28,8,36,60.0,0,1.0,10.875092,78.808769,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000233,2024-05-03,ENGINEERING,SEC_059,CRITICAL,4,P1_EMERGENCY,4,4.1,0,7,39,12,51,85.0,0,1.0,10.541223,78.302181,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000234,2024-11-07,ENGINEERING,SEC_022,CRITICAL,4,P1_EMERGENCY,4,4.0,0,7,44,10,54,90.0,1,1.6,12.423606,79.828784,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000235,2024-10-13,ENGINEERING,SEC_030,MEDIUM,2,P3_NORMAL,2,4.4,3,7,46,10,56,93.3,0,1.0,11.968966,79.505483,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000236,2024-03-15,ENGINEERING,SEC_038,HIGH,3,P2_URGENT,3,3.1,2,7,30,18,48,80.0,0,1.0,11.35601,79.215679,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000237,2024-07-26,ENGINEERING,SEC_051,MEDIUM,2,P3_NORMAL,2,4.7,3,7,31,16,47,78.3,0,1.0,10.826881,78.693649,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000238,2024-02-08,ENGINEERING,SEC_054,MEDIUM,2,P3_NORMAL,2,1.8,0,7,50,18,68,113.3,0,1.0,10.764267,78.642873,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000239,2024-07-08,ENGINEERING,SEC_008,HIGH,3,P2_URGENT,3,2.8,0,7,40,10,50,83.3,0,1.0,12.9593,80.146197,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000240,2024-02-19,ENGINEERING,SEC_027,HIGH,3,P2_URGENT,3,1.8,4,7,43,8,51,85.0,0,1.0,12.139167,79.5838,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000241,2024-06-04,ENGINEERING,SEC_027,CRITICAL,4,P1_EMERGENCY,4,2.4,3,7,43,8,51,85.0,0,1.0,12.113468,79.561454,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000242,2024-12-01,ENGINEERING,SEC_021,CRITICAL,4,P1_EMERGENCY,4,2.4,0,7,24,12,36,60.0,0,1.0,12.452352,79.851688,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000243,2024-11-28,ENGINEERING,SEC_030,CRITICAL,4,P1_EMERGENCY,4,4.1,0,7,46,10,56,93.3,0,1.0,11.979425,79.507912,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000244,2024-06-20,ENGINEERING,SEC_028,MEDIUM,2,P3_NORMAL,2,1.9,3,7,43,16,59,98.3,0,1.0,12.074108,79.547458,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000245,2024-10-29,ENGINEERING,SEC_064,MEDIUM,2,P3_NORMAL,2,2.5,4,7,44,12,56,93.3,0,1.0,9.911837,78.101628,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000246,2024-12-07,ENGINEERING,SEC_061,CRITICAL,4,P1_EMERGENCY,4,3.9,0,7,25,12,37,61.7,0,1.0,10.469233,78.139708,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000247,2024-11-25,ENGINEERING,SEC_048,CRITICAL,4,P1_EMERGENCY,4,2.3,0,7,28,8,36,60.0,0,1.0,10.872706,78.761023,Deferred,CALIBRATED_SYNTHETIC
TMS_TASK_000248,2024-08-04,ENGINEERING,SEC_019,HIGH,3,P2_URGENT,3,4.5,0,7,60,16,76,126.7,0,1.0,12.599938,79.959233,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000249,2024-05-31,ENGINEERING,SEC_004,HIGH,3,P2_URGENT,3,2.1,2,7,56,14,70,116.7,0,1.0,12.991965,80.191615,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000250,2024-06-06,ENGINEERING,SEC_035,HIGH,3,P2_URGENT,3,2.1,3,7,60,8,68,113.3,0,1.0,11.516504,79.304039,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000251,2024-01-14,ENGINEERING,SEC_064,MEDIUM,2,P3_NORMAL,2,2.1,0,7,44,12,56,93.3,1,1.65,9.883366,78.069915,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000252,2024-04-08,ENGINEERING,SEC_049,HIGH,3,P2_URGENT,3,2.1,0,7,59,12,71,118.3,0,1.0,10.867667,78.737589,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000253,2024-03-20,ENGINEERING,SEC_017,CRITICAL,4,P1_EMERGENCY,4,1.6,0,7,52,12,64,106.7,0,1.0,12.73714,79.993444,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000254,2024-05-04,ENGINEERING,SEC_044,MEDIUM,2,P3_NORMAL,2,3.5,0,7,27,18,45,75.0,0,1.0,10.990874,78.972694,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000255,2024-10-18,ENGINEERING,SEC_030,CRITICAL,4,P1_EMERGENCY,4,4.3,0,7,46,10,56,93.3,0,1.0,11.964191,79.504374,Completed,CALIBRATED_SYNTHETIC
TMS_TASK_000256,2024-05-01,ENGINEERING,SEC_046,HIGH,3,P2_URGENT,3,4.0,0,7,61,14,75,125.0,0,1.0,10.914789,78.881941,Open,CALIBRATED_SYNTHETIC
TMS_TASK_000257,2024-09-25,ENGINEERING,SEC_006,MEDIUM,2,P3_NORMAL,2,3.5,0,7,52,10,62,103.3,0,1.0,12.9823,80.16983,In-Progress,CALIBRATED_SYNTHETIC
TMS_TASK_000258,2024-04-12,ENGINEERING,SEC_037,CRITICAL,4,P1_EMERGENCY,4,4.0,3,7,31,14,45,75.0,0,1.0,11.389217,79.220437,Deferred,CALIBRATED_SYNTHETIC
