task_id,section_id,mast_number,defect_type,severity_class,logged_date,target_completion_date,deferred_count,status
TDMS_TASK_000223,SEC_032,OHE_SEC_032_2803,Insulator Damage,B,2024-02-12,2024-02-19,0,Deferred
TDMS_TASK_000224,SEC_009,OHE_SEC_009_0806,Catenary Wear,A,2024-01-30,2024-02-03,0,In-Progress
TDMS_TASK_000225,SEC_032,OHE_SEC_032_2873,Insulator Damage,C,2024-01-22,2024-02-06,0,In-Progress
TDMS_TASK_000226,SEC_012,OHE_SEC_012_1219,Catenary Wear,C,2024-10-06,2024-10-20,3,Deferred
TDMS_TASK_000227,SEC_039,OHE_SEC_039_3220,Insulator Damage,B,2024-11-26,2024-12-07,0,In-Progress
TDMS_TASK_000228,SEC_026,OHE_SEC_026_2306,Substation Feed Issue,A,2024-12-16,2024-12-19,0,Deferred
TDMS_TASK_000229,SEC_025,OHE_SEC_025_2178,Insulator Damage,C,2024-07-05,2024-07-26,4,In-Progress
TDMS_TASK_000230,SEC_007,OHE_SEC_007_0704,Catenary Wear,A,2024-04-03,2024-04-04,0,Open
TDMS_TASK_000231,SEC_022,OHE_SEC_022_1845,Insulator Damage,C,2024-11-21,2024-12-07,0,Open
TDMS_TASK_000232,SEC_044,OHE_SEC_044_3411,Insulator Damage,B,2024-11-30,2024-12-07,0,Completed
TDMS_TASK_000233,SEC_001,OHE_SEC_001_0078,Catenary Wear,B,2024-05-26,2024-06-09,0,Completed
TDMS_TASK_000234,SEC_034,OHE_SEC_034_3020,Substation Feed Issue,A,2024-03-17,2024-03-22,0,Completed
TDMS_TASK_000235,SEC_025,OHE_SEC_025_1962,Insulator Damage,B,2024-11-03,2024-11-09,0,Completed
TDMS_TASK_000236,SEC_032,OHE_SEC_032_2865,Neutral Section Fault,B,2024-05-11,2024-05-26,0,Completed
TDMS_TASK_000237,SEC_028,OHE_SEC_028_2641,Neutral Section Fault,B,2024-07-15,2024-07-21,0,Completed
TDMS_TASK_000238,SEC_018,OHE_SEC_018_1721,Neutral Section Fault,A,2024-11-20,2024-11-26,0,Completed
TDMS_TASK_000239,SEC_012,OHE_SEC_012_1229,Substation Feed Issue,A,2024-03-01,2024-03-07,0,Completed
TDMS_TASK_000240,SEC_026,OHE_SEC_026_2498,Insulator Damage,C,2024-04-21,2024-05-13,3,Deferred
TDMS_TASK_000241,SEC_006,OHE_SEC_006_0559,Substation Feed Issue,B,2024-03-18,2024-04-02,0,Open
TDMS_TASK_000242,SEC_026,OHE_SEC_026_2326,Substation Feed Issue,A,2024-10-03,2024-10-08,0,Completed
TDMS_TASK_000243,SEC_003,OHE_SEC_003_0377,Insulator Damage,A,2024-02-12,2024-02-17,0,In-Progress
TDMS_TASK_000244,SEC_028,OHE_SEC_028_2588,Insulator Damage,B,2024-02-23,2024-03-09,1,In-Progress
TDMS_TASK_000245,SEC_026,OHE_SEC_026_2504,Neutral Section Fault,A,2024-05-01,2024-05-05,0,In-Progress
TDMS_TASK_000246,SEC_003,OHE_SEC_003_0337,Insulator Damage,C,2024-05-18,2024-06-14,1,Deferred
TDMS_TASK_000247,SEC_034,OHE_SEC_034_3016,Neutral Section Fault,B,2024-09-29,2024-10-14,0,Completed
TDMS_TASK_000248,SEC_018,OHE_SEC_018_1656,Substation Feed Issue,B,2024-12-10,2024-12-26,0,Completed
TDMS_TASK_000249,SEC_038,OHE_SEC_038_3133,Neutral Section Fault,A,2024-08-05,2024-08-11,0,Deferred
TDMS_TASK_000250,SEC_001,OHE_SEC_001_0166,Insulator Damage,C,2024-03-23,2024-04-21,0,In-Progress
TDMS_TASK_000251,SEC_007,OHE_SEC_007_0715,Substation Feed Issue,C,2024-08-29,2024-09-17,0,Completed
TDMS_TASK_000252,SEC_025,OHE_SEC_025_1967,Substation Feed Issue,A,2024-09-13,2024-09-19,0,In-Progress
TDMS_TASK_000253,SEC_007,OHE_SEC_007_0750,Neutral Section Fault,B,2024-01-31,2024-02-07,1,Deferred
TDMS_TASK_000254,SEC_014,OHE_SEC_014_1314,Substation Feed Issue,A,2024-12-02,2024-12-04,0,Completed
TDMS_TASK_000255,SEC_028,OHE_SEC_028_2630,Insulator Damage,B,2024-07-06,2024-07-14,0,Open
TDMS_TASK_000256,SEC_006,OHE_SEC_006_0576,Neutral Section Fault,A,2024-10-14,2024-10-15,0,Completed
TDMS_TASK_000257,SEC_029,OHE_SEC_029_2698,Insulator Damage,A,2024-01-19,2024-01-21,0,Open
TDMS_TASK_000258,SEC_004,OHE_SEC_004_0412,Neutral Section Fault,A,2024-12-12,2024-12-16,0,Open
TDMS_TASK_000259,SEC_007,OHE_SEC_007_0698,Catenary Wear,B,2024-12-21,2025-01-06,2,In-Progress
TDMS_TASK_000260,SEC_026,OHE_SEC_026_2340,Substation Feed Issue,A,2024-12-11,2024-12-15,0,Completed
TDMS_TASK_000261,SEC_038,OHE_SEC_038_3159,Substation Feed Issue,A,2024-07-12,2024-07-15,0,Open
TDMS_TASK_000262,SEC_007,OHE_SEC_007_0680,Neutral Section Fault,A,2024-02-11,2024-02-14,2,Deferred
TDMS_TASK_000263,SEC_012,OHE_SEC_012_1195,Substation Feed Issue,A,2024-06-14,2024-06-18,0,Open
TDMS_TASK_000264,SEC_046,OHE_SEC_046_3683,Substation Feed Issue,B,2024-08-08,2024-08-24,0,In-Progress
TDMS_TASK_000265,SEC_049,OHE_SEC_049_3940,Insulator Damage,B,2024-06-13,2024-06-24,4,Deferred
TDMS_TASK_000266,SEC_026,OHE_SEC_026_2314,Insulator Damage,C,2024-06-05,2024-07-01,4,Deferred
TDMS_TASK_000267,SEC_021,OHE_SEC_021_1780,Insulator Damage,C,2024-05-08,2024-05-23,4,Open
TDMS_TASK_000268,SEC_014,OHE_SEC_014_1381,Neutral Section Fault,B,2024-09-06,2024-09-21,0,In-Progress
TDMS_TASK_000269,SEC_026,OHE_SEC_026_2439,Catenary Wear,B,2024-07-28,2024-08-14,0,In-Progress
TDMS_TASK_000270,SEC_026,OHE_SEC_026_2353,Catenary Wear,B,2024-09-28,2024-10-09,3,Deferred
TDMS_TASK_000271,SEC_012,OHE_SEC_012_1174,Substation Feed Issue,C,2024-01-30,2024-02-26,4,Deferred
TDMS_TASK_000272,SEC_001,OHE_SEC_001_0091,Substation Feed Issue,A,2024-03-30,2024-03-31,0,In-Progress
TDMS_TASK_000273,SEC_006,OHE_SEC_006_0604,Substation Feed Issue,B,2024-11-17,2024-11-29,0,Open
TDMS_TASK_000274,SEC_046,OHE_SEC_046_3817,Catenary Wear,B,2024-10-19,2024-11-01,0,Open
TDMS_TASK_000275,SEC_018,OHE_SEC_018_1665,Substation Feed Issue,A,2024-09-03,2024-09-04,0,Deferred
TDMS_TASK_000276,SEC_025,OHE_SEC_025_1921,Insulator Damage,C,2024-05-29,2024-06-20,0,Open
TDMS_TASK_000277,SEC_022,OHE_SEC_022_1860,Substation Feed Issue,B,2024-06-05,2024-06-14,0,Completed
TDMS_TASK_000278,SEC_037,OHE_SEC_037_3117,Substation Feed Issue,B,2024-08-28,2024-09-11,0,Open
TDMS_TASK_000279,SEC_002,OHE_SEC_002_0259,Catenary Wear,C,2024-10-09,2024-10-21,0,Open
TDMS_TASK_000280,SEC_003,OHE_SEC_003_0330,Neutral Section Fault,B,2024-06-05,2024-06-12,0,Completed
TDMS_TASK_000281,SEC_011,OHE_SEC_011_1099,Substation Feed Issue,A,2024-11-24,2024-11-30,0,Deferred
TDMS_TASK_000282,SEC_025,OHE_SEC_025_1938,Substation Feed Issue,B,2024-05-06,2024-05-17,2,Open
TDMS_TASK_000283,SEC_029,OHE_SEC_029_2672,Substation Feed Issue,A,2024-04-27,2024-04-29,0,In-Progress
TDMS_TASK_000284,SEC_025,OHE_SEC_025_1954,Substation Feed Issue,A,2024-09-10,2024-09-13,0,Completed
TDMS_TASK_000285,SEC_020,OHE_SEC_020_1757,Substation Feed Issue,A,2024-10-16,2024-10-18,0,Open
TDMS_TASK_000286,SEC_046,OHE_SEC_046_3734,Neutral Section Fault,A,2024-07-17,2024-07-19,0,Open
TDMS_TASK_000287,SEC_007,OHE_SEC_007_0642,Substation Feed Issue,A,2024-12-14,2024-12-17,0,Open
TDMS_TASK_000288,SEC_026,OHE_SEC_026_2277,Neutral Section Fault,B,2024-11-08,2024-11-24,0,Completed
TDMS_TASK_000289,SEC_025,OHE_SEC_025_2159,Neutral Section Fault,A,2024-03-16,2024-03-17,0,Completed
TDMS_TASK_000290,SEC_024,OHE_SEC_024_1885,Neutral Section Fault,B,2024-10-14,2024-10-26,0,Open
TDMS_TASK_000291,SEC_039,OHE_SEC_039_3216,Substation Feed Issue,A,2024-10-23,2024-10-28,0,In-Progress
TDMS_TASK_000292,SEC_011,OHE_SEC_011_1063,Insulator Damage,C,2024-11-13,2024-11-30,0,Open
TDMS_TASK_000293,SEC_046,OHE_SEC_046_3797,Substation Feed Issue,A,2024-07-11,2024-07-13,0,Completed
TDMS_TASK_000294,SEC_014,OHE_SEC_014_1320,Catenary Wear,B,2024-10-07,2024-10-19,0,In-Progress
TDMS_TASK_000295,SEC_025,OHE_SEC_025_2170,Substation Feed Issue,B,2024-09-21,2024-10-07,0,In-Progress
TDMS_TASK_000296,SEC_025,OHE_SEC_025_2073,Neutral Section Fault,A,2024-12-01,2024-12-07,0,Open
TDMS_TASK_000297,SEC_043,OHE_SEC_043_3383,Catenary Wear,A,2024-04-18,2024-04-23,0,In-Progress
TDMS_TASK_000298,SEC_019,OHE_SEC_019_1748,Catenary Wear,A,2024-02-27,2024-03-03,0,Deferred
TDMS_TASK_000299,SEC_011,OHE_SEC_011_1133,Insulator Damage,A,2024-10-07,2024-10-09,0,Deferred
TDMS_TASK_000300,SEC_001,OHE_SEC_001_0087,Neutral Section Fault,A,2024-08-22,2024-08-26,0,In-Progress
TDMS_TASK_000301,SEC_015,OHE_SEC_015_1448,Catenary Wear,B,2024-12-23,2025-01-06,2,Open
TDMS_TASK_000302,SEC_041,OHE_SEC_041_3290,Catenary Wear,B,2024-01-31,2024-02-16,0,Completed
TDMS_TASK_000303,SEC_001,OHE_SEC_001_0040,Substation Feed Issue,B,2024-01-13,2024-01-27,0,Open
TDMS_TASK_000304,SEC_045,OHE_SEC_045_3568,Insulator Damage,A,2024-07-01,2024-07-06,0,In-Progress
TDMS_TASK_000305,SEC_025,OHE_SEC_025_2161,Neutral Section Fault,A,2024-08-10,2024-08-15,0,Deferred
TDMS_TASK_000306,SEC_006,OHE_SEC_006_0559,Catenary Wear,B,2024-11-11,2024-11-18,0,Completed
TDMS_TASK_000307,SEC_012,OHE_SEC_012_1203,Neutral Section Fault,B,2024-09-01,2024-09-09,2,Deferred
TDMS_TASK_000308,SEC_025,OHE_SEC_025_2206,Substation Feed Issue,B,2024-09-22,2024-10-04,2,Deferred
TDMS_TASK_000309,SEC_013,OHE_SEC_013_1257,Catenary Wear,B,2024-05-21,2024-06-01,0,Completed
TDMS_TASK_000310,SEC_004,OHE_SEC_004_0433,Neutral Section Fault,C,2024-08-01,2024-08-13,1,Open
TDMS_TASK_000311,SEC_028,OHE_SEC_028_2652,Catenary Wear,C,2024-02-21,2024-03-22,0,Completed
TDMS_TASK_000312,SEC_029,OHE_SEC_029_2677,Neutral Section Fault,B,2024-09-10,2024-09-25,0,In-Progress
TDMS_TASK_000313,SEC_004,OHE_SEC_004_0474,Catenary Wear,A,2024-02-21,2024-02-23,1,Deferred
TDMS_TASK_000314,SEC_011,OHE_SEC_011_1120,Catenary Wear,A,2024-03-04,2024-03-09,0,In-Progress
TDMS_TASK_000315,SEC_011,OHE_SEC_011_0971,Catenary Wear,B,2024-03-01,2024-03-08,0,Open
TDMS_TASK_000316,SEC_028,OHE_SEC_028_2626,Substation Feed Issue,A,2024-12-06,2024-12-10,0,Completed
TDMS_TASK_000317,SEC_032,OHE_SEC_032_2908,Neutral Section Fault,A,2024-03-04,2024-03-09,0,Completed
TDMS_TASK_000318,SEC_032,OHE_SEC_032_2895,Insulator Damage,B,2024-03-18,2024-03-29,0,Deferred
TDMS_TASK_000319,SEC_046,OHE_SEC_046_3738,Neutral Section Fault,C,2024-12-30,2025-01-13,0,Open
TDMS_TASK_000320,SEC_035,OHE_SEC_035_3060,Catenary Wear,A,2024-03-02,2024-03-04,0,Completed
TDMS_TASK_000321,SEC_013,OHE_SEC_013_1277,Catenary Wear,B,2024-07-18,2024-07-29,0,Completed
TDMS_TASK_000322,SEC_004,OHE_SEC_004_0429,Insulator Damage,C,2024-02-21,2024-03-22,4,Deferred
TDMS_TASK_000323,SEC_026,OHE_SEC_026_2447,Substation Feed Issue,A,2024-06-12,2024-06-15,0,Open
TDMS_TASK_000324,SEC_045,OHE_SEC_045_3647,Neutral Section Fault,A,2024-12-08,2024-12-11,0,Completed
TDMS_TASK_000325,SEC_049,OHE_SEC_049_3883,Substation Feed Issue,B,2024-04-30,2024-05-15,2,Deferred
TDMS_TASK_000326,SEC_010,OHE_SEC_010_0917,Substation Feed Issue,A,2024-06-17,2024-06-23,0,Open
TDMS_TASK_000327,SEC_011,OHE_SEC_011_0942,Catenary Wear,A,2024-11-16,2024-11-17,4,Deferred
TDMS_TASK_000328,SEC_001,OHE_SEC_001_0149,Substation Feed Issue,A,2024-07-14,2024-07-19,0,Completed
TDMS_TASK_000329,SEC_006,OHE_SEC_006_0563,Catenary Wear,A,2024-12-13,2024-12-18,0,Completed
TDMS_TASK_000330,SEC_026,OHE_SEC_026_2209,Catenary Wear,B,2024-05-18,2024-06-03,2,Deferred
TDMS_TASK_000331,SEC_025,OHE_SEC_025_2177,Substation Feed Issue,B,2024-03-25,2024-04-05,0,Completed
TDMS_TASK_000332,SEC_015,OHE_SEC_015_1477,Neutral Section Fault,A,2024-01-10,2024-01-11,1,Deferred
TDMS_TASK_000333,SEC_012,OHE_SEC_012_1234,Catenary Wear,C,2024-05-24,2024-06-08,0,Completed
TDMS_TASK_000334,SEC_043,OHE_SEC_043_3304,Catenary Wear,B,2024-01-25,2024-02-08,0,Deferred
TDMS_TASK_000335,SEC_022,OHE_SEC_022_1832,Substation Feed Issue,B,2024-07-29,2024-08-14,3,Open
TDMS_TASK_000336,SEC_039,OHE_SEC_039_3218,Substation Feed Issue,B,2024-01-06,2024-01-20,0,Completed
TDMS_TASK_000337,SEC_047,OHE_SEC_047_3835,Catenary Wear,A,2024-02-07,2024-02-08,0,In-Progress
TDMS_TASK_000338,SEC_013,OHE_SEC_013_1263,Neutral Section Fault,C,2024-07-16,2024-08-17,1,Open
TDMS_TASK_000339,SEC_009,OHE_SEC_009_0808,Neutral Section Fault,C,2024-08-10,2024-09-01,4,Deferred
TDMS_TASK_000340,SEC_046,OHE_SEC_046_3794,Insulator Damage,B,2024-03-11,2024-03-20,0,Completed
TDMS_TASK_000341,SEC_027,OHE_SEC_027_2528,Insulator Damage,C,2024-09-28,2024-10-20,0,Open
TDMS_TASK_000342,SEC_012,OHE_SEC_012_1159,Neutral Section Fault,A,2024-05-27,2024-06-01,0,Completed
TDMS_TASK_000343,SEC_026,OHE_SEC_026_2476,Substation Feed Issue,A,2024-03-09,2024-03-10,0,Completed
TDMS_TASK_000344,SEC_025,OHE_SEC_025_2051,Insulator Damage,B,2024-06-17,2024-06-23,4,In-Progress
TDMS_TASK_000345,SEC_045,OHE_SEC_045_3605,Neutral Section Fault,A,2024-12-03,2024-12-08,0,Completed
TDMS_TASK_000346,SEC_011,OHE_SEC_011_1019,Catenary Wear,A,2024-07-13,2024-07-17,0,In-Progress
TDMS_TASK_000347,SEC_049,OHE_SEC_049_3947,Neutral Section Fault,A,2024-11-08,2024-11-14,0,Completed
TDMS_TASK_000348,SEC_046,OHE_SEC_046_3727,Substation Feed Issue,C,2024-11-22,2024-12-11,0,Open
TDMS_TASK_000349,SEC_007,OHE_SEC_007_0720,Insulator Damage,B,2024-03-23,2024-04-02,0,Completed
TDMS_TASK_000350,SEC_007,OHE_SEC_007_0656,Neutral Section Fault,B,2024-01-16,2024-01-22,0,Completed
TDMS_TASK_000351,SEC_025,OHE_SEC_025_2123,Catenary Wear,A,2024-09-02,2024-09-06,0,Completed
TDMS_TASK_000352,SEC_001,OHE_SEC_001_0179,Catenary Wear,A,2024-06-29,2024-06-30,0,In-Progress
TDMS_TASK_000353,SEC_012,OHE_SEC_012_1190,Neutral Section Fault,B,2024-05-11,2024-05-18,0,Completed
TDMS_TASK_000354,SEC_018,OHE_SEC_018_1733,Catenary Wear,A,2024-02-18,2024-02-23,0,Open
TDMS_TASK_000355,SEC_048,OHE_SEC_048_3860,Catenary Wear,B,2024-02-23,2024-03-02,0,Completed
TDMS_TASK_000356,SEC_049,OHE_SEC_049_3951,Substation Feed Issue,C,2024-12-05,2025-01-07,0,Completed
TDMS_TASK_000357,SEC_006,OHE_SEC_006_0604,Insulator Damage,B,2024-02-22,2024-03-01,3,Deferred
TDMS_TASK_000358,SEC_045,OHE_SEC_045_3550,Catenary Wear,B,2024-12-01,2024-12-12,0,Open
TDMS_TASK_000359,SEC_003,OHE_SEC_003_0362,Substation Feed Issue,A,2024-04-07,2024-04-13,0,Completed
TDMS_TASK_000360,SEC_033,OHE_SEC_033_2981,Substation Feed Issue,A,2024-02-21,2024-02-25,0,Open
TDMS_TASK_000361,SEC_043,OHE_SEC_043_3367,Substation Feed Issue,B,2024-07-09,2024-07-26,2,Deferred
TDMS_TASK_000362,SEC_045,OHE_SEC_045_3547,Insulator Damage,B,2024-02-12,2024-02-18,0,Completed
TDMS_TASK_000363,SEC_009,OHE_SEC_009_0890,Insulator Damage,A,2024-04-09,2024-04-10,4,Deferred
TDMS_TASK_000364,SEC_045,OHE_SEC_045_3557,Neutral Section Fault,A,2024-02-10,2024-02-16,0,Deferred
TDMS_TASK_000365,SEC_004,OHE_SEC_004_0462,Insulator Damage,B,2024-01-08,2024-01-21,1,Deferred
TDMS_TASK_000366,SEC_025,OHE_SEC_025_2066,Catenary Wear,B,2024-02-05,2024-02-19,0,In-Progress
TDMS_TASK_000367,SEC_023,OHE_SEC_023_1870,Insulator Damage,C,2024-12-20,2025-01-17,0,In-Progress
TDMS_TASK_000368,SEC_013,OHE_SEC_013_1258,Catenary Wear,B,2024-02-27,2024-03-06,0,Deferred
TDMS_TASK_000369,SEC_001,OHE_SEC_001_0089,Catenary Wear,A,2024-03-21,2024-03-27,0,Deferred
TDMS_TASK_000370,SEC_036,OHE_SEC_036_3074,Catenary Wear,C,2024-02-26,2024-03-14,0,In-Progress
TDMS_TASK_000371,SEC_014,OHE_SEC_014_1336,Catenary Wear,B,2024-01-28,2024-02-09,0,In-Progress
TDMS_TASK_000372,SEC_028,OHE_SEC_028_2635,Neutral Section Fault,A,2024-02-29,2024-03-06,0,Completed
TDMS_TASK_000373,SEC_018,OHE_SEC_018_1634,Substation Feed Issue,A,2024-02-07,2024-02-11,0,Deferred
TDMS_TASK_000374,SEC_017,OHE_SEC_017_1488,Substation Feed Issue,A,2024-02-24,2024-02-26,0,In-Progress
TDMS_TASK_000375,SEC_044,OHE_SEC_044_3529,Catenary Wear,A,2024-06-16,2024-06-18,0,In-Progress
TDMS_TASK_000376,SEC_003,OHE_SEC_003_0377,Neutral Section Fault,A,2024-05-18,2024-05-24,0,Completed
TDMS_TASK_000377,SEC_032,OHE_SEC_032_2933,Catenary Wear,A,2024-03-06,2024-03-08,0,Completed
TDMS_TASK_000378,SEC_033,OHE_SEC_033_2973,Catenary Wear,C,2024-04-02,2024-05-02,0,Deferred
TDMS_TASK_000379,SEC_017,OHE_SEC_017_1513,Substation Feed Issue,A,2024-06-19,2024-06-20,0,In-Progress
TDMS_TASK_000380,SEC_011,OHE_SEC_011_1045,Substation Feed Issue,A,2024-06-01,2024-06-04,0,Completed
TDMS_TASK_000381,SEC_001,OHE_SEC_001_0022,Catenary Wear,C,2024-02-14,2024-03-15,0,Completed
TDMS_TASK_000382,SEC_046,OHE_SEC_046_3730,Neutral Section Fault,A,2024-11-23,2024-11-25,0,Completed
TDMS_TASK_000383,SEC_046,OHE_SEC_046_3773,Insulator Damage,A,2024-05-22,2024-05-27,0,Open
TDMS_TASK_000384,SEC_011,OHE_SEC_011_0960,Substation Feed Issue,A,2024-05-08,2024-05-09,0,Completed
TDMS_TASK_000385,SEC_001,OHE_SEC_001_0128,Catenary Wear,B,2024-07-29,2024-08-11,4,Open
TDMS_TASK_000386,SEC_004,OHE_SEC_004_0489,Insulator Damage,B,2024-04-14,2024-04-30,0,Completed
TDMS_TASK_000387,SEC_002,OHE_SEC_002_0270,Catenary Wear,B,2024-08-15,2024-08-24,0,In-Progress
TDMS_TASK_000388,SEC_043,OHE_SEC_043_3309,Neutral Section Fault,B,2024-11-30,2024-12-16,0,In-Progress
TDMS_TASK_000389,SEC_045,OHE_SEC_045_3551,Substation Feed Issue,A,2024-11-05,2024-11-10,0,Open
TDMS_TASK_000390,SEC_006,OHE_SEC_006_0611,Substation Feed Issue,B,2024-04-27,2024-05-03,0,Open
TDMS_TASK_000391,SEC_033,OHE_SEC_033_2973,Catenary Wear,B,2024-02-04,2024-02-13,2,Deferred
TDMS_TASK_000392,SEC_007,OHE_SEC_007_0714,Insulator Damage,B,2024-02-14,2024-02-20,1,Deferred
TDMS_TASK_000393,SEC_015,OHE_SEC_015_1462,Catenary Wear,A,2024-03-18,2024-03-20,0,Open
TDMS_TASK_000394,SEC_026,OHE_SEC_026_2387,Substation Feed Issue,A,2024-08-14,2024-08-19,0,Deferred
TDMS_TASK_000395,SEC_032,OHE_SEC_032_2867,Neutral Section Fault,A,2024-06-29,2024-07-04,0,Open
TDMS_TASK_000396,SEC_044,OHE_SEC_044_3482,Insulator Damage,B,2024-04-13,2024-04-24,2,Deferred
TDMS_TASK_000397,SEC_001,OHE_SEC_001_0179,Insulator Damage,B,2024-03-12,2024-03-20,0,In-Progress
TDMS_TASK_000398,SEC_008,OHE_SEC_008_0783,Insulator Damage,B,2024-07-09,2024-07-20,0,Open
TDMS_TASK_000399,SEC_011,OHE_SEC_011_1117,Insulator Damage,B,2024-12-17,2024-12-25,4,Deferred
TDMS_TASK_000400,SEC_012,OHE_SEC_012_1236,Substation Feed Issue,A,2024-10-08,2024-10-14,0,In-Progress
TDMS_TASK_000401,SEC_049,OHE_SEC_049_3974,Catenary Wear,A,2024-04-03,2024-04-06,0,In-Progress
TDMS_TASK_000402,SEC_037,OHE_SEC_037_3095,Substation Feed Issue,B,2024-07-25,2024-08-06,3,Deferred
TDMS_TASK_000403,SEC_013,OHE_SEC_013_1276,Neutral Section Fault,A,2024-07-05,2024-07-06,3,Deferred
TDMS_TASK_000404,SEC_049,OHE_SEC_049_3869,Substation Feed Issue,B,2024-10-23,2024-10-30,0,Completed
TDMS_TASK_000405,SEC_025,OHE_SEC_025_1988,Catenary Wear,B,2024-05-06,2024-05-13,0,Deferred
TDMS_TASK_000406,SEC_025,OHE_SEC_025_1994,Substation Feed Issue,A,2024-05-06,2024-05-11,0,Open
TDMS_TASK_000407,SEC_018,OHE_SEC_018_1727,Neutral Section Fault,B,2024-06-12,2024-06-19,2,Open
TDMS_TASK_000408,SEC_006,OHE_SEC_006_0573,Substation Feed Issue,B,2024-03-02,2024-03-16,0,Open
TDMS_TASK_000409,SEC_046,OHE_SEC_046_3720,Neutral Section Fault,B,2024-11-14,2024-11-30,0,In-Progress
TDMS_TASK_000410,SEC_001,OHE_SEC_001_0056,Neutral Section Fault,C,2024-05-24,2024-06-26,4,Deferred
TDMS_TASK_000411,SEC_007,OHE_SEC_007_0694,Catenary Wear,B,2024-11-11,2024-11-17,0,Deferred
TDMS_TASK_000412,SEC_009,OHE_SEC_009_0915,Insulator Damage,C,2024-05-30,2024-06-29,0,Completed
TDMS_TASK_000413,SEC_011,OHE_SEC_011_1112,Catenary Wear,B,2024-09-04,2024-09-18,4,Deferred
TDMS_TASK_000414,SEC_004,OHE_SEC_004_0525,Catenary Wear,B,2024-09-19,2024-09-25,1,Deferred
TDMS_TASK_000415,SEC_001,OHE_SEC_001_0072,Neutral Section Fault,B,2024-10-16,2024-10-23,1,In-Progress
TDMS_TASK_000416,SEC_029,OHE_SEC_029_2698,Catenary Wear,B,2024-09-08,2024-09-14,0,In-Progress
TDMS_TASK_000417,SEC_048,OHE_SEC_048_3859,Insulator Damage,B,2024-09-09,2024-09-20,0,Completed
TDMS_TASK_000418,SEC_004,OHE_SEC_004_0486,Neutral Section Fault,A,2024-04-23,2024-04-28,0,Deferred
TDMS_TASK_000419,SEC_012,OHE_SEC_012_1181,Catenary Wear,B,2024-01-23,2024-02-01,3,Open
TDMS_TASK_000420,SEC_025,OHE_SEC_025_2016,Neutral Section Fault,B,2024-12-06,2024-12-16,2,Open
TDMS_TASK_000421,SEC_046,OHE_SEC_046_3693,Catenary Wear,A,2024-11-05,2024-11-08,0,Completed
TDMS_TASK_000422,SEC_030,OHE_SEC_030_2764,Substation Feed Issue,B,2024-04-10,2024-04-17,0,Open
TDMS_TASK_000423,SEC_035,OHE_SEC_035_3051,Neutral Section Fault,A,2024-01-08,2024-01-09,3,Deferred
TDMS_TASK_000424,SEC_026,OHE_SEC_026_2314,Catenary Wear,A,2024-12-30,2025-01-04,0,Completed
TDMS_TASK_000425,SEC_018,OHE_SEC_018_1661,Insulator Damage,A,2024-01-31,2024-02-05,0,In-Progress
TDMS_TASK_000426,SEC_009,OHE_SEC_009_0796,Substation Feed Issue,A,2024-01-12,2024-01-15,0,In-Progress
TDMS_TASK_000427,SEC_044,OHE_SEC_044_3441,Neutral Section Fault,B,2024-12-27,2025-01-07,0,Open
TDMS_TASK_000428,SEC_039,OHE_SEC_039_3202,Substation Feed Issue,A,2024-09-03,2024-09-09,0,Open
TDMS_TASK_000429,SEC_001,OHE_SEC_001_0100,Substation Feed Issue,A,2024-08-08,2024-08-11,0,In-Progress
TDMS_TASK_000430,SEC_032,OHE_SEC_032_2849,Catenary Wear,A,2024-08-14,2024-08-15,2,Deferred
TDMS_TASK_000431,SEC_003,OHE_SEC_003_0336,Insulator Damage,B,2024-09-28,2024-10-14,3,Deferred
TDMS_TASK_000432,SEC_032,OHE_SEC_032_2942,Neutral Section Fault,A,2024-08-02,2024-08-06,0,Open
TDMS_TASK_000433,SEC_041,OHE_SEC_041_3289,Catenary Wear,A,2024-09-30,2024-10-04,0,Open
TDMS_TASK_000434,SEC_004,OHE_SEC_004_0522,Substation Feed Issue,B,2024-10-12,2024-10-18,0,Open
TDMS_TASK_000435,SEC_018,OHE_SEC_018_1728,Insulator Damage,C,2024-03-18,2024-04-11,0,Completed
TDMS_TASK_000436,SEC_004,OHE_SEC_004_0493,Substation Feed Issue,C,2024-08-04,2024-08-21,4,In-Progress
TDMS_TASK_000437,SEC_026,OHE_SEC_026_2259,Neutral Section Fault,A,2024-05-01,2024-05-04,0,Completed
TDMS_TASK_000438,SEC_046,OHE_SEC_046_3693,Neutral Section Fault,A,2024-08-11,2024-08-14,0,In-Progress
TDMS_TASK_000439,SEC_003,OHE_SEC_003_0322,Substation Feed Issue,A,2024-03-03,2024-03-04,0,Completed
TDMS_TASK_000440,SEC_018,OHE_SEC_018_1583,Catenary Wear,B,2024-11-17,2024-11-25,0,In-Progress
TDMS_TASK_000441,SEC_049,OHE_SEC_049_3874,Insulator Damage,A,2024-04-07,2024-04-11,2,Open
TDMS_TASK_000442,SEC_012,OHE_SEC_012_1199,Neutral Section Fault,A,2024-03-09,2024-03-12,0,Completed
TDMS_TASK_000443,SEC_005,OHE_SEC_005_0527,Catenary Wear,B,2024-02-14,2024-02-22,1,In-Progress
TDMS_TASK_000444,SEC_025,OHE_SEC_025_1946,Catenary Wear,A,2024-07-13,2024-07-18,0,Completed
TDMS_TASK_000445,SEC_025,OHE_SEC_025_2024,Substation Feed Issue,A,2024-05-10,2024-05-15,0,In-Progress
