station_code,in_timetable,in_station_master,match_status,match_confidence,has_coordinates
BGDI,True,True,UNMATCHED,NONE,False
BGDS,True,True,UNMATCHED,NONE,False
BGF,True,True,UNMATCHED,NONE,False
BGG,True,True,UNMATCHED,NONE,False
BGH,True,True,UNMATCHED,NONE,False
BGHI,True,True,UNMATCHED,NONE,False
BGHU,True,True,UNMATCHED,NONE,False
BGJT,True,True,UNMATCHED,NONE,False
BGK,True,True,UNMATCHED,NONE,False
BGKA,True,True,UNMATCHED,NONE,False
BGKT,True,True,UNMATCHED,NONE,False
BGL,True,True,UNMATCHED,NONE,False
BGLI,True,True,UNMATCHED,NONE,False
BGM,True,True,UNMATCHED,NONE,False
BGMR,True,True,UNMATCHED,NONE,False
BGMU,True,True,UNMATCHED,NONE,False
BGN,True,True,UNMATCHED,NONE,False
BGNA,True,True,UNMATCHED,NONE,False
BGND,True,True,UNMATCHED,NONE,False
BGNP,True,True,UNMATCHED,NONE,False
BGNR,True,True,UNMATCHED,NONE,False
BGO,True,True,UNMATCHED,NONE,False
BGP,True,True,UNMATCHED,NONE,False
BGPA,True,True,UNMATCHED,NONE,False
BGPL,True,True,UNMATCHED,NONE,False
BGQ,True,True,UNMATCHED,NONE,False
BGRA,True,True,UNMATCHED,NONE,False
BGRD,True,True,UNMATCHED,NONE,False
BGRM,True,True,UNMATCHED,NONE,False
BGRR,True,True,UNMATCHED,NONE,False
BGS,True,True,UNMATCHED,NONE,False
BGSF,True,True,UNMATCHED,NONE,False
BGTA,True,True,UNMATCHED,NONE,False
BGTN,True,True,UNMATCHED,NONE,False
BGU,True,True,UNMATCHED,NONE,False
BGUA,True,True,UNMATCHED,NONE,False
BGVN,True,True,UNMATCHED,NONE,False
BGWD,True,True,UNMATCHED,NONE,False
BGWI,True,True,UNMATCHED,NONE,False
BGY,True,True,UNMATCHED,NONE,False
BGZ,True,True,UNMATCHED,NONE,False
BH,True,True,UNMATCHED,NONE,False
BHA,True,True,UNMATCHED,NONE,False
BHAL,True,True,UNMATCHED,NONE,False
BHAN,True,True,UNMATCHED,NONE,False
BHAS,True,True,UNMATCHED,NONE,False
BHAT,True,True,UNMATCHED,NONE,False
BHAU,True,True,UNMATCHED,NONE,False
BHAW,True,True,UNMATCHED,NONE,False
BHB,True,True,UNMATCHED,NONE,False
BHBK,True,True,UNMATCHED,NONE,False
BHBR,True,True,UNMATCHED,NONE,False
BHBV,True,True,UNMATCHED,NONE,False
BHC,True,True,UNMATCHED,NONE,False
BHCL,True,True,UNMATCHED,NONE,False
BHD,True,True,UNMATCHED,NONE,False
BHDH,True,True,UNMATCHED,NONE,False
BHDR,True,True,UNMATCHED,NONE,False
BHET,True,True,UNMATCHED,NONE,False
BHGH,True,True,UNMATCHED,NONE,False
BHGN,True,True,UNMATCHED,NONE,False
BHGP,True,True,UNMATCHED,NONE,False
BHHZ,True,True,UNMATCHED,NONE,False
BHI,True,True,UNMATCHED,NONE,False
BHJ,True,True,UNMATCHED,NONE,False
BHJA,True,True,UNMATCHED,NONE,False
BHK,True,True,UNMATCHED,NONE,False
BHKA,True,True,UNMATCHED,NONE,False
BHKD,True,True,UNMATCHED,NONE,False
BHKH,True,True,UNMATCHED,NONE,False
BHKL,True,True,UNMATCHED,NONE,False
BHL,True,True,UNMATCHED,NONE,False
BHLA,True,True,UNMATCHED,NONE,False
BHLE,True,True,UNMATCHED,NONE,False
BHLK,True,True,UNMATCHED,NONE,False
BHLP,True,True,UNMATCHED,NONE,False
BHM,True,True,UNMATCHED,NONE,False
BHMA,True,True,UNMATCHED,NONE,False
BHME,True,True,UNMATCHED,NONE,False
BHMW,True,True,UNMATCHED,NONE,False
BHN,True,True,UNMATCHED,NONE,False
BHNA,True,True,UNMATCHED,NONE,False
BHNE,True,True,UNMATCHED,NONE,False
BHNG,True,True,UNMATCHED,NONE,False
BHNP,True,True,UNMATCHED,NONE,False
BHNS,True,True,UNMATCHED,NONE,False
BHP,True,True,UNMATCHED,NONE,False
BHPA,True,True,UNMATCHED,NONE,False
BHR,True,True,UNMATCHED,NONE,False
BHRB,True,True,UNMATCHED,NONE,False
BHRH,True,True,UNMATCHED,NONE,False
BHRJ,True,True,UNMATCHED,NONE,False
BHRL,True,True,UNMATCHED,NONE,False
BHRM,True,True,UNMATCHED,NONE,False
BHS,True,True,UNMATCHED,NONE,False
BHSA,True,True,UNMATCHED,NONE,False
BHT,True,True,UNMATCHED,NONE,False
BHTA,True,True,UNMATCHED,NONE,False
BHTK,True,True,UNMATCHED,NONE,False
BHTL,True,True,UNMATCHED,NONE,False
BHTN,True,True,UNMATCHED,NONE,False
BHTR,True,True,UNMATCHED,NONE,False
BHTS,True,True,UNMATCHED,NONE,False
BHU,True,True,UNMATCHED,NONE,False
BHUA,True,True,UNMATCHED,NONE,False
BHUJ,True,True,UNMATCHED,NONE,False
BHW,True,True,UNMATCHED,NONE,False
BHX,True,True,UNMATCHED,NONE,False
BHY,True,True,UNMATCHED,NONE,False
BHZ,True,True,UNMATCHED,NONE,False
BIA,True,True,UNMATCHED,NONE,False
BIB,True,True,UNMATCHED,NONE,False
BIC,True,True,UNMATCHED,NONE,False
BICI,True,True,UNMATCHED,NONE,False
BID,True,True,UNMATCHED,NONE,False
BIDD,True,True,UNMATCHED,NONE,False
BIDR,True,True,UNMATCHED,NONE,False
BIF,True,True,UNMATCHED,NONE,False
BIG,True,True,UNMATCHED,NONE,False
BIGA,True,True,UNMATCHED,NONE,False
BIH,True,True,UNMATCHED,NONE,False
BII,True,True,UNMATCHED,NONE,False
BIJ,True,True,UNMATCHED,NONE,False
BIJR,True,True,UNMATCHED,NONE,False
BIK,True,True,UNMATCHED,NONE,False
BILA,True,True,UNMATCHED,NONE,False
BILD,True,True,UNMATCHED,NONE,False
BILK,True,True,UNMATCHED,NONE,False
BILP,True,True,UNMATCHED,NONE,False
BIM,True,True,UNMATCHED,NONE,False
BIML,True,True,UNMATCHED,NONE,False
BINA,True,True,UNMATCHED,NONE,False
BINR,True,True,UNMATCHED,NONE,False
BIO,True,True,UNMATCHED,NONE,False
BIP,True,True,UNMATCHED,NONE,False
BIPR,True,True,UNMATCHED,NONE,False
BIQ,True,True,UNMATCHED,NONE,False
BIR,True,True,UNMATCHED,NONE,False
BIRA,True,True,MATCHED,MEDIUM,True
BIRD,True,True,UNMATCHED,NONE,False
BIRL,True,True,UNMATCHED,NONE,False
BIRP,True,True,UNMATCHED,NONE,False
BIS,True,True,UNMATCHED,NONE,False
BISH,True,True,UNMATCHED,NONE,False
BIWK,True,True,UNMATCHED,NONE,False
BIX,True,True,UNMATCHED,NONE,False
BIY,True,True,UNMATCHED,NONE,False
BIZ,True,True,UNMATCHED,NONE,False
BJ,True,True,UNMATCHED,NONE,False
BJA,True,True,UNMATCHED,NONE,False
BJBA,True,True,UNMATCHED,NONE,False
BJD,True,True,UNMATCHED,NONE,False
BJE,True,True,UNMATCHED,NONE,False
BJF,True,True,UNMATCHED,NONE,False
BJG,True,True,UNMATCHED,NONE,False
BJI,True,True,UNMATCHED,NONE,False
BJIH,True,True,UNMATCHED,NONE,False
BJK,True,True,UNMATCHED,NONE,False
BJKN,True,True,UNMATCHED,NONE,False
BJL,True,True,UNMATCHED,NONE,False
BJM,True,True,UNMATCHED,NONE,False
BJMD,True,True,UNMATCHED,NONE,False
BJMR,True,True,UNMATCHED,NONE,False
BJN,True,True,UNMATCHED,NONE,False
BJNR,True,True,UNMATCHED,NONE,False
BJO,True,True,UNMATCHED,NONE,False
BJP,True,True,UNMATCHED,NONE,False
BJPL,True,True,UNMATCHED,NONE,False
BJPR,True,True,UNMATCHED,NONE,False
BJQ,True,True,UNMATCHED,NONE,False
BJR,True,True,UNMATCHED,NONE,False
BJRA,True,True,UNMATCHED,NONE,False
BJRI,True,True,UNMATCHED,NONE,False
BJT,True,True,UNMATCHED,NONE,False
BJU,True,True,UNMATCHED,NONE,False
BJUD,True,True,UNMATCHED,NONE,False
BJV,True,True,UNMATCHED,NONE,False
BJW,True,True,UNMATCHED,NONE,False
BJWS,True,True,UNMATCHED,NONE,False
BJY,True,True,UNMATCHED,NONE,False
BK,True,True,UNMATCHED,NONE,False
BKA,True,True,UNMATCHED,NONE,False
BKAC,True,True,UNMATCHED,NONE,False
BKC,True,True,UNMATCHED,NONE,False
BKD,True,True,UNMATCHED,NONE,False
BKDE,True,True,UNMATCHED,NONE,False
BKDR,True,True,UNMATCHED,NONE,False
BKG,True,True,UNMATCHED,NONE,False
BKH,True,True,UNMATCHED,NONE,False
BKHR,True,True,UNMATCHED,NONE,False
BKI,True,True,UNMATCHED,NONE,False
BKIT,True,True,UNMATCHED,NONE,False
BKJ,True,True,UNMATCHED,NONE,False
BKKA,True,True,UNMATCHED,NONE,False
BKKI,True,True,UNMATCHED,NONE,False
BKKS,True,True,UNMATCHED,NONE,False
BKL,True,True,UNMATCHED,NONE,False
BKLA,True,True,UNMATCHED,NONE,False
BKLE,True,True,UNMATCHED,NONE,False
BKN,True,True,UNMATCHED,NONE,False
BKNA,True,True,UNMATCHED,NONE,False
BKNG,True,True,UNMATCHED,NONE,False
BKNM,True,True,UNMATCHED,NONE,False
BKNO,True,True,UNMATCHED,NONE,False
BKO,True,True,UNMATCHED,NONE,False
BKP,True,True,UNMATCHED,NONE,False
BKPR,True,True,UNMATCHED,NONE,False
BKPT,True,True,UNMATCHED,NONE,False
BKRD,True,True,UNMATCHED,NONE,False
BKRH,True,True,UNMATCHED,NONE,False
BKRL,True,True,UNMATCHED,NONE,False
BKRO,True,True,UNMATCHED,NONE,False
BKS,True,True,UNMATCHED,NONE,False
BKSA,True,True,UNMATCHED,NONE,False
BKSC,True,True,UNMATCHED,NONE,False
BKSL,True,True,UNMATCHED,NONE,False
BKTB,True,True,UNMATCHED,NONE,False
BKTH,True,True,UNMATCHED,NONE,False
BKTL,True,True,UNMATCHED,NONE,False
BKTS,True,True,UNMATCHED,NONE,False
BKTW,True,True,UNMATCHED,NONE,False
BKU,True,True,UNMATCHED,NONE,False
BKWA,True,True,UNMATCHED,NONE,False
BL,True,True,UNMATCHED,NONE,False
BLA,True,True,UNMATCHED,NONE,False
BLAE,True,True,UNMATCHED,NONE,False
BLAX,True,True,UNMATCHED,NONE,False
BLC,True,True,UNMATCHED,NONE,False
BLD,True,True,UNMATCHED,NONE,False
BLDA,True,True,UNMATCHED,NONE,False
BLDI,True,True,UNMATCHED,NONE,False
BLDK,True,True,UNMATCHED,NONE,False
BLDL,True,True,UNMATCHED,NONE,False
BLG,True,True,UNMATCHED,NONE,False
BLGA,True,True,UNMATCHED,NONE,False
BLGH,True,True,UNMATCHED,NONE,False
BLGR,True,True,UNMATCHED,NONE,False
BLGT,True,True,UNMATCHED,NONE,False
BLH,True,True,UNMATCHED,NONE,False
BLJA,True,True,UNMATCHED,NONE,False
BLK,True,True,UNMATCHED,NONE,False
BLKR,True,True,UNMATCHED,NONE,False
BLL,True,True,UNMATCHED,NONE,False
BLLI,True,True,UNMATCHED,NONE,False
BLM,True,True,UNMATCHED,NONE,False
BLME,True,True,UNMATCHED,NONE,False
BLMK,True,True,UNMATCHED,NONE,False
BLMR,True,True,UNMATCHED,NONE,False
BLN,True,True,UNMATCHED,NONE,False
BLND,True,True,UNMATCHED,NONE,False
BLNG,True,True,UNMATCHED,NONE,False
BLNI,True,True,UNMATCHED,NONE,False
BLNK,True,True,UNMATCHED,NONE,False
BLNR,True,True,UNMATCHED,NONE,False
BLO,True,True,UNMATCHED,NONE,False
BLP,True,True,UNMATCHED,NONE,False
BLPE,True,True,UNMATCHED,NONE,False
BLPR,True,True,UNMATCHED,NONE,False
BLPU,True,True,UNMATCHED,NONE,False
BLQR,True,True,UNMATCHED,NONE,False
BLR,True,True,UNMATCHED,NONE,False
BLRD,True,True,UNMATCHED,NONE,False
BLRE,True,True,UNMATCHED,NONE,False
BLRG,True,True,UNMATCHED,NONE,False
BLRR,True,True,UNMATCHED,NONE,False
BLS,True,True,UNMATCHED,NONE,False
BLSA,True,True,UNMATCHED,NONE,False
BLSD,True,True,UNMATCHED,NONE,False
BLSN,True,True,UNMATCHED,NONE,False
BLSR,True,True,UNMATCHED,NONE,False
BLT,True,True,UNMATCHED,NONE,False
BLTR,True,True,UNMATCHED,NONE,False
BLU,True,True,UNMATCHED,NONE,False
BLW,True,True,UNMATCHED,NONE,False
BLWD,True,True,UNMATCHED,NONE,False
BLWR,True,True,UNMATCHED,NONE,False
BLX,True,True,UNMATCHED,NONE,False
BLY,True,True,UNMATCHED,NONE,False
BLYG,True,True,UNMATCHED,NONE,False
BLYH,True,True,UNMATCHED,NONE,False
BLZ,True,True,UNMATCHED,NONE,False
BMA,True,True,UNMATCHED,NONE,False
BMAE,True,True,UNMATCHED,NONE,False
BMB,True,True,UNMATCHED,NONE,False
BMBE,True,True,UNMATCHED,NONE,False
BMCK,True,True,UNMATCHED,NONE,False
BMD,True,True,UNMATCHED,NONE,False
BME,True,True,UNMATCHED,NONE,False
BMF,True,True,UNMATCHED,NONE,False
BMG,True,True,UNMATCHED,NONE,False
BMGA,True,True,UNMATCHED,NONE,False
BMGM,True,True,UNMATCHED,NONE,False
BMGN,True,True,UNMATCHED,NONE,False
BMGR,True,True,UNMATCHED,NONE,False
BMH,True,True,UNMATCHED,NONE,False
BMHR,True,True,UNMATCHED,NONE,False
BMHT,True,True,UNMATCHED,NONE,False
BMI,True,True,UNMATCHED,NONE,False
BMJ,True,True,UNMATCHED,NONE,False
BMK,True,True,UNMATCHED,NONE,False
BMKD,True,True,UNMATCHED,NONE,False
BMKI,True,True,UNMATCHED,NONE,False
BMKJ,True,True,UNMATCHED,NONE,False
BMLL,True,True,UNMATCHED,NONE,False
BMN,True,True,UNMATCHED,NONE,False
BMNI,True,True,UNMATCHED,NONE,False
BMNL,True,True,UNMATCHED,NONE,False
BMO,True,True,UNMATCHED,NONE,False
BMP,True,True,UNMATCHED,NONE,False
BMPL,True,True,UNMATCHED,NONE,False
BMPR,True,True,UNMATCHED,NONE,False
BMPT,True,True,UNMATCHED,NONE,False
BMQ,True,True,UNMATCHED,NONE,False
BMR,True,True,UNMATCHED,NONE,False
BMRN,True,True,UNMATCHED,NONE,False
BMSB,True,True,UNMATCHED,NONE,False
BMSN,True,True,UNMATCHED,NONE,False
BMT,True,True,UNMATCHED,NONE,False
BMU,True,True,UNMATCHED,NONE,False
BMVR,True,True,UNMATCHED,NONE,False
BMW,True,True,UNMATCHED,NONE,False
BMY,True,True,UNMATCHED,NONE,False
BMZ,True,True,UNMATCHED,NONE,False
BN,True,True,UNMATCHED,NONE,False
BNA,True,True,UNMATCHED,NONE,False
BNAA,True,True,UNMATCHED,NONE,False
BNAR,True,True,UNMATCHED,NONE,False
BNB,True,True,UNMATCHED,NONE,False
BNBH,True,True,UNMATCHED,NONE,False
BNBR,True,True,UNMATCHED,NONE,False
BNC,True,True,UNMATCHED,NONE,False
BNCE,True,True,UNMATCHED,NONE,False
BNCR,True,True,UNMATCHED,NONE,False
BND,True,True,UNMATCHED,NONE,False
BNDA,True,True,UNMATCHED,NONE,False
BNDI,True,True,UNMATCHED,NONE,False
BNDM,True,True,UNMATCHED,NONE,False
BNDP,True,True,UNMATCHED,NONE,False
BNE,True,True,UNMATCHED,NONE,False
BNF,True,True,UNMATCHED,NONE,False
BNG,True,True,UNMATCHED,NONE,False
BNGL,True,True,UNMATCHED,NONE,False
BNGM,True,True,UNMATCHED,NONE,False
BNGN,True,True,UNMATCHED,NONE,False
BNGY,True,True,UNMATCHED,NONE,False
BNH,True,True,UNMATCHED,NONE,False
BNHR,True,True,UNMATCHED,NONE,False
BNI,True,True,UNMATCHED,NONE,False
BNJ,True,True,UNMATCHED,NONE,False
BNJL,True,True,UNMATCHED,NONE,False
BNK,True,True,UNMATCHED,NONE,False
BNKA,True,True,UNMATCHED,NONE,False
BNKH,True,True,UNMATCHED,NONE,False
BNKI,True,True,UNMATCHED,NONE,False
BNL,True,True,UNMATCHED,NONE,False
BNLS,True,True,UNMATCHED,NONE,False
BNLW,True,True,UNMATCHED,NONE,False
BNM,True,True,UNMATCHED,NONE,False
BNN,True,True,UNMATCHED,NONE,False
BNO,True,True,UNMATCHED,NONE,False
BNOD,True,True,UNMATCHED,NONE,False
BNP,True,True,UNMATCHED,NONE,False
BNPT,True,True,UNMATCHED,NONE,False
BNQ,True,True,UNMATCHED,NONE,False
BNQL,True,True,UNMATCHED,NONE,False
BNR,True,True,UNMATCHED,NONE,False
BNRD,True,True,UNMATCHED,NONE,False
BNS,True,True,UNMATCHED,NONE,False
BNSL,True,True,UNMATCHED,NONE,False
BNSR,True,True,UNMATCHED,NONE,False
BNT,True,True,UNMATCHED,NONE,False
BNTH,True,True,UNMATCHED,NONE,False
BNTL,True,True,UNMATCHED,NONE,False
BNU,True,True,UNMATCHED,NONE,False
BNV,True,True,UNMATCHED,NONE,False
BNVD,True,True,UNMATCHED,NONE,False
BNW,True,True,UNMATCHED,NONE,False
BNWC,True,True,UNMATCHED,NONE,False
BNWD,True,True,UNMATCHED,NONE,False
BNXR,True,True,UNMATCHED,NONE,False
BNY,True,True,UNMATCHED,NONE,False
BNZ,True,True,UNMATCHED,NONE,False
BO,True,True,UNMATCHED,NONE,False
BOBS,True,True,UNMATCHED,NONE,False
BOD,True,True,UNMATCHED,NONE,False
BOE,True,True,UNMATCHED,NONE,False
BOF,True,True,UNMATCHED,NONE,False
BOG,True,True,UNMATCHED,NONE,False
BOI,True,True,UNMATCHED,NONE,False
BOJ,True,True,UNMATCHED,NONE,False
BOK,True,True,UNMATCHED,NONE,False
BOKE,True,True,UNMATCHED,NONE,False
BOKO,True,True,UNMATCHED,NONE,False
BOKR,True,True,UNMATCHED,NONE,False
BOM,True,True,UNMATCHED,NONE,False
BOMN,True,True,UNMATCHED,NONE,False
BON,True,True,UNMATCHED,NONE,False
BONA,True,True,UNMATCHED,NONE,False
BOP,True,True,UNMATCHED,NONE,False
BOR,True,True,UNMATCHED,NONE,False
BORA,True,True,UNMATCHED,NONE,False
BORD,True,True,UNMATCHED,NONE,False
BORT,True,True,UNMATCHED,NONE,False
BOT,True,True,UNMATCHED,NONE,False
BOTR,True,True,UNMATCHED,NONE,False
BOW,True,True,UNMATCHED,NONE,False
BOY,True,True,UNMATCHED,NONE,False
BOZ,True,True,UNMATCHED,NONE,False
BP,True,True,UNMATCHED,NONE,False
BPA,True,True,UNMATCHED,NONE,False
BPAE,True,True,UNMATCHED,NONE,False
BPB,True,True,UNMATCHED,NONE,False
BPC,True,True,UNMATCHED,NONE,False
BPD,True,True,UNMATCHED,NONE,False
BPE,True,True,UNMATCHED,NONE,False
BPF,True,True,UNMATCHED,NONE,False
BPGR,True,True,UNMATCHED,NONE,False
BPH,True,True,UNMATCHED,NONE,False
BPHB,True,True,UNMATCHED,NONE,False
BPJ,True,True,UNMATCHED,NONE,False
BPK,True,True,UNMATCHED,NONE,False
BPKA,True,True,UNMATCHED,NONE,False
BPKH,True,True,UNMATCHED,NONE,False
BPL,True,True,UNMATCHED,NONE,False
BPM,True,True,UNMATCHED,NONE,False
BPN,True,True,UNMATCHED,NONE,False
BPO,True,True,UNMATCHED,NONE,False
BPP,True,True,UNMATCHED,NONE,False
BPQ,True,True,UNMATCHED,NONE,False
BPR,True,True,UNMATCHED,NONE,False
BPRA,True,True,UNMATCHED,NONE,False
BPRD,True,True,UNMATCHED,NONE,False
BPRH,True,True,UNMATCHED,NONE,False
BPRS,True,True,UNMATCHED,NONE,False
BPS,True,True,UNMATCHED,NONE,False
BPU,True,True,UNMATCHED,NONE,False
BPV,True,True,UNMATCHED,NONE,False
BPW,True,True,UNMATCHED,NONE,False
BPY,True,True,UNMATCHED,NONE,False
BPZ,True,True,UNMATCHED,NONE,False
BQA,True,True,UNMATCHED,NONE,False
BQE,True,True,UNMATCHED,NONE,False
BQG,True,True,UNMATCHED,NONE,False
BQH,True,True,UNMATCHED,NONE,False
BQI,True,True,MATCHED,HIGH,True
BQM,True,True,UNMATCHED,NONE,False
BQN,True,True,UNMATCHED,NONE,False
BQP,True,True,UNMATCHED,NONE,False
BQQ,True,True,UNMATCHED,NONE,False
BQR,True,True,UNMATCHED,NONE,False
BQU,True,True,UNMATCHED,NONE,False
BQW,True,True,UNMATCHED,NONE,False
BQY,True,True,UNMATCHED,NONE,False
BQZ,True,True,UNMATCHED,NONE,False
BR,True,True,UNMATCHED,NONE,False
BRA,True,True,UNMATCHED,NONE,False
BRAG,True,True,UNMATCHED,NONE,False
BRAM,True,True,UNMATCHED,NONE,False
BRB,True,True,UNMATCHED,NONE,False
BRBD,True,True,UNMATCHED,NONE,False
BRBL,True,True,UNMATCHED,NONE,False
BRBS,True,True,UNMATCHED,NONE,False
BRC,True,True,UNMATCHED,NONE,False
BRCK,True,True,UNMATCHED,NONE,False
BRD,True,True,UNMATCHED,NONE,False
BRDB,True,True,UNMATCHED,NONE,False
BRDT,True,True,UNMATCHED,NONE,False
BRDV,True,True,UNMATCHED,NONE,False
BRE,True,True,UNMATCHED,NONE,False
BRG,True,True,UNMATCHED,NONE,False
BRGA,True,True,UNMATCHED,NONE,False
BRGJ,True,True,UNMATCHED,NONE,False
BRGL,True,True,UNMATCHED,NONE,False
BRGM,True,True,UNMATCHED,NONE,False
BRGT,True,True,UNMATCHED,NONE,False
BRGW,True,True,UNMATCHED,NONE,False
BRH,True,True,UNMATCHED,NONE,False
BRHI,True,True,UNMATCHED,NONE,False
BRHL,True,True,UNMATCHED,NONE,False
BRHT,True,True,UNMATCHED,NONE,False
BRHU,True,True,UNMATCHED,NONE,False
BRI,True,True,UNMATCHED,NONE,False
BRIH,True,True,UNMATCHED,NONE,False
BRJ,True,True,UNMATCHED,NONE,False
BRJN,True,True,UNMATCHED,NONE,False
BRK,True,True,UNMATCHED,NONE,False
BRKA,True,True,UNMATCHED,NONE,False
BRKB,True,True,UNMATCHED,NONE,False
BRKP,True,True,UNMATCHED,NONE,False
BRKY,True,True,UNMATCHED,NONE,False
BRL,True,True,UNMATCHED,NONE,False
BRLA,True,True,UNMATCHED,NONE,False
BRLF,True,True,UNMATCHED,NONE,False
BRLY,True,True,UNMATCHED,NONE,False
BRM,True,True,UNMATCHED,NONE,False
BRMA,True,True,UNMATCHED,NONE,False
BRMD,True,True,UNMATCHED,NONE,False
BRMH,True,True,UNMATCHED,NONE,False
BRMI,True,True,UNMATCHED,NONE,False
BRML,True,True,UNMATCHED,NONE,False
BRMO,True,True,UNMATCHED,NONE,False
BRMP,True,True,UNMATCHED,NONE,False
BRMR,True,True,UNMATCHED,NONE,False
BRMT,True,True,UNMATCHED,NONE,False
BRMX,True,True,UNMATCHED,NONE,False
BRN,True,True,UNMATCHED,NONE,False
BRNA,True,True,UNMATCHED,NONE,False
BRND,True,True,UNMATCHED,NONE,False
BRNI,True,True,UNMATCHED,NONE,False
BRNR,True,True,UNMATCHED,NONE,False
BROR,True,True,UNMATCHED,NONE,False
BRP,True,True,UNMATCHED,NONE,False
BRPA,True,True,UNMATCHED,NONE,False
BRPK,True,True,UNMATCHED,NONE,False
BRPL,True,True,UNMATCHED,NONE,False
BRPS,True,True,UNMATCHED,NONE,False
BRPT,True,True,UNMATCHED,NONE,False
BRQ,True,True,UNMATCHED,NONE,False
BRR,True,True,UNMATCHED,NONE,False
BRRD,True,True,UNMATCHED,NONE,False
BRRG,True,True,UNMATCHED,NONE,False
BRRI,True,True,UNMATCHED,NONE,False
BRRZ,True,True,UNMATCHED,NONE,False
BRS,True,True,UNMATCHED,NONE,False
BRSA,True,True,UNMATCHED,NONE,False
BRSQ,True,True,UNMATCHED,NONE,False
BRST,True,True,UNMATCHED,NONE,False
BRTA,True,True,UNMATCHED,NONE,False
BRTG,True,True,UNMATCHED,NONE,False
BRTK,True,True,UNMATCHED,NONE,False
BRU,True,True,UNMATCHED,NONE,False
BRUD,True,True,UNMATCHED,NONE,False
BRVR,True,True,UNMATCHED,NONE,False
BRW,True,True,UNMATCHED,NONE,False
BRWD,True,True,UNMATCHED,NONE,False
BRWH,True,True,UNMATCHED,NONE,False
BRY,True,True,UNMATCHED,NONE,False
BRYA,True,True,UNMATCHED,NONE,False
BRYC,True,True,UNMATCHED,NONE,False
BRZ,True,True,UNMATCHED,NONE,False
BS,True,True,UNMATCHED,NONE,False
BSA,True,True,UNMATCHED,NONE,False
BSAE,True,True,UNMATCHED,NONE,False
BSB,True,True,UNMATCHED,NONE,False
BSBP,True,True,UNMATCHED,NONE,False
BSBR,True,True,UNMATCHED,NONE,False
BSC,True,True,UNMATCHED,NONE,False
BSCK,True,True,UNMATCHED,NONE,False
BSCP,True,True,UNMATCHED,NONE,False
BSD,True,True,UNMATCHED,NONE,False
BSDA,True,True,UNMATCHED,NONE,False
BSDL,True,True,UNMATCHED,NONE,False
BSDP,True,True,UNMATCHED,NONE,False
BSDR,True,True,UNMATCHED,NONE,False
BSE,True,True,UNMATCHED,NONE,False
BSGN,True,True,UNMATCHED,NONE,False
BSGR,True,True,UNMATCHED,NONE,False
BSHT,True,True,UNMATCHED,NONE,False
BSI,True,True,UNMATCHED,NONE,False
BSJ,True,True,UNMATCHED,NONE,False
BSKH,True,True,UNMATCHED,NONE,False
BSKO,True,True,UNMATCHED,NONE,False
BSKR,True,True,UNMATCHED,NONE,False
BSL,True,True,UNMATCHED,NONE,False
BSLA,True,True,UNMATCHED,NONE,False
BSLE,True,True,UNMATCHED,NONE,False
BSM,True,True,MATCHED,HIGH,True
BSN,True,True,UNMATCHED,NONE,False
BSP,True,True,UNMATCHED,NONE,False
BSPH,True,True,UNMATCHED,NONE,False
BSPL,True,True,UNMATCHED,NONE,False
BSPN,True,True,UNMATCHED,NONE,False
BSPR,True,True,UNMATCHED,NONE,False
BSPX,True,True,UNMATCHED,NONE,False
BSQ,True,True,UNMATCHED,NONE,False
BSQP,True,True,UNMATCHED,NONE,False
BSR,True,True,UNMATCHED,NONE,False
BSRI,True,True,UNMATCHED,NONE,False
BSRL,True,True,UNMATCHED,NONE,False
BSRX,True,True,UNMATCHED,NONE,False
BSS,True,True,UNMATCHED,NONE,False
BSSL,True,True,UNMATCHED,NONE,False
BST,True,True,UNMATCHED,NONE,False
BSTP,True,True,UNMATCHED,NONE,False
BSUR,True,True,UNMATCHED,NONE,False
BSW,True,True,UNMATCHED,NONE,False
BSWA,True,True,UNMATCHED,NONE,False
BSWD,True,True,UNMATCHED,NONE,False
BSX,True,True,UNMATCHED,NONE,False
BSY,True,True,UNMATCHED,NONE,False
BSYA,True,True,UNMATCHED,NONE,False
BSZ,True,True,UNMATCHED,NONE,False
BT,True,True,UNMATCHED,NONE,False
BTA,True,True,UNMATCHED,NONE,False
BTBR,True,True,UNMATCHED,NONE,False
BTC,True,True,UNMATCHED,NONE,False
BTD,True,True,UNMATCHED,NONE,False
BTDF,True,True,UNMATCHED,NONE,False
BTDR,True,True,UNMATCHED,NONE,False
BTE,True,True,UNMATCHED,NONE,False
BTF,True,True,UNMATCHED,NONE,False
BTG,True,True,UNMATCHED,NONE,False
BTGH,True,True,UNMATCHED,NONE,False
BTH,True,True,UNMATCHED,NONE,False
BTHL,True,True,UNMATCHED,NONE,False
BTI,True,True,UNMATCHED,NONE,False
BTIC,True,True,UNMATCHED,NONE,False
BTJ,True,True,UNMATCHED,NONE,False
BTJL,True,True,UNMATCHED,NONE,False
BTK,True,True,UNMATCHED,NONE,False
BTKB,True,True,UNMATCHED,NONE,False
BTKD,True,True,UNMATCHED,NONE,False
BTKP,True,True,UNMATCHED,NONE,False
BTL,True,True,UNMATCHED,NONE,False
BTM,True,True,UNMATCHED,NONE,False
BTNR,True,True,UNMATCHED,NONE,False
BTO,True,True,UNMATCHED,NONE,False
BTP,True,True,UNMATCHED,NONE,False
