event_id,event_type,section_id,detected_at,affected_block_id,impact_description,severity
DIS_000207,Late Train,SEC_038,2024-04-18 15:24:00,,Late express train delay cascading in section SEC_038 (Severity Low),Low
DIS_000208,Late Train,SEC_048,2024-03-13 16:31:00,SLOT_032156,Late express train delay cascading in section SEC_048 (Severity Low),Low
DIS_000209,Late Train,SEC_013,2024-05-27 16:47:00,,Late express train delay cascading in section SEC_013 (Severity High),High
DIS_000210,Late Train,SEC_039,2024-01-06 18:36:00,,Late express train delay cascading in section SEC_039 (Severity High),High
DIS_000211,Emergency Defect,SEC_013,2024-11-11 00:53:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_013,High
DIS_000212,Late Train,SEC_036,2024-11-11 12:48:00,SLOT_026368,Late express train delay cascading in section SEC_036 (Severity Low),Low
DIS_000213,Emergency Defect,SEC_039,2024-09-05 22:02:00,SLOT_010494,Emergency rail/OHE defect detected requiring urgent track access in SEC_039,Low
DIS_000214,Emergency Defect,SEC_023,2024-04-11 15:43:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_023,Medium
DIS_000215,Late Train,SEC_037,2024-10-07 00:38:00,SLOT_019966,Late express train delay cascading in section SEC_037 (Severity Low),Low
DIS_000216,Late Train,SEC_014,2024-08-04 10:52:00,SLOT_048993,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_000217,Emergency Defect,SEC_004,2024-04-06 01:01:00,SLOT_003923,Emergency rail/OHE defect detected requiring urgent track access in SEC_004,Low
DIS_000218,Emergency Defect,SEC_005,2024-06-18 19:17:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_005,Medium
DIS_000219,Late Train,SEC_022,2024-01-30 14:32:00,SLOT_045082,Late express train delay cascading in section SEC_022 (Severity Medium),Medium
DIS_000220,Late Train,SEC_045,2024-02-09 14:27:00,,Late express train delay cascading in section SEC_045 (Severity Medium),Medium
DIS_000221,Late Train,SEC_007,2024-05-17 22:07:00,,Late express train delay cascading in section SEC_007 (Severity Low),Low
DIS_000222,Late Train,SEC_023,2024-01-13 03:19:00,SLOT_018312,Late express train delay cascading in section SEC_023 (Severity Medium),Medium
DIS_000223,Late Train,SEC_035,2024-11-14 00:30:00,,Late express train delay cascading in section SEC_035 (Severity Low),Low
DIS_000224,Machine Breakdown,SEC_010,2024-12-10 12:25:00,,Tamping/BCM machine breakdown during block operation in SEC_010,Low
DIS_000225,Late Train,SEC_036,2024-04-30 10:10:00,SLOT_004193,Late express train delay cascading in section SEC_036 (Severity Medium),Medium
DIS_000226,Late Train,SEC_015,2024-05-12 22:51:00,,Late express train delay cascading in section SEC_015 (Severity Medium),Medium
DIS_000227,Machine Breakdown,SEC_040,2024-10-08 10:24:00,SLOT_003977,Tamping/BCM machine breakdown during block operation in SEC_040,Low
DIS_000228,Emergency Defect,SEC_029,2024-04-24 22:03:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Medium
DIS_000229,Late Train,SEC_027,2024-10-14 18:03:00,,Late express train delay cascading in section SEC_027 (Severity Medium),Medium
DIS_000230,Emergency Defect,SEC_009,2024-02-01 20:15:00,SLOT_034202,Emergency rail/OHE defect detected requiring urgent track access in SEC_009,Medium
DIS_000231,Machine Breakdown,SEC_023,2024-07-14 16:07:00,,Tamping/BCM machine breakdown during block operation in SEC_023,High
DIS_000232,Late Train,SEC_042,2024-01-02 13:06:00,SLOT_036361,Late express train delay cascading in section SEC_042 (Severity Medium),Medium
DIS_000233,Late Train,SEC_001,2024-09-22 04:07:00,,Late express train delay cascading in section SEC_001 (Severity Medium),Medium
DIS_000234,Machine Breakdown,SEC_038,2024-09-21 17:20:00,SLOT_007145,Tamping/BCM machine breakdown during block operation in SEC_038,Low
DIS_000235,Emergency Defect,SEC_025,2024-06-17 13:43:00,SLOT_033085,Emergency rail/OHE defect detected requiring urgent track access in SEC_025,Medium
DIS_000236,Machine Breakdown,SEC_036,2024-11-20 08:43:00,SLOT_036389,Tamping/BCM machine breakdown during block operation in SEC_036,Medium
DIS_000237,Late Train,SEC_033,2024-08-31 17:12:00,,Late express train delay cascading in section SEC_033 (Severity High),High
DIS_000238,Machine Breakdown,SEC_022,2024-04-03 02:03:00,SLOT_021760,Tamping/BCM machine breakdown during block operation in SEC_022,Medium
DIS_000239,Late Train,SEC_016,2024-08-04 21:01:00,,Late express train delay cascading in section SEC_016 (Severity Medium),Medium
DIS_000240,Emergency Defect,SEC_031,2024-06-12 15:52:00,SLOT_022822,Emergency rail/OHE defect detected requiring urgent track access in SEC_031,Medium
DIS_000241,Machine Breakdown,SEC_007,2024-09-12 15:48:00,SLOT_043485,Tamping/BCM machine breakdown during block operation in SEC_007,Medium
DIS_000242,Late Train,SEC_029,2024-08-15 12:30:00,SLOT_015879,Late express train delay cascading in section SEC_029 (Severity Low),Low
DIS_000243,Late Train,SEC_005,2024-10-12 05:04:00,,Late express train delay cascading in section SEC_005 (Severity Low),Low
DIS_000244,Emergency Defect,SEC_032,2024-03-02 06:45:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_032,Medium
DIS_000245,Machine Breakdown,SEC_031,2024-01-09 16:04:00,SLOT_032362,Tamping/BCM machine breakdown during block operation in SEC_031,Medium
DIS_000246,Late Train,SEC_005,2024-05-15 08:47:00,,Late express train delay cascading in section SEC_005 (Severity Medium),Medium
DIS_000247,Machine Breakdown,SEC_038,2024-01-27 06:26:00,SLOT_007876,Tamping/BCM machine breakdown during block operation in SEC_038,High
DIS_000248,Late Train,SEC_021,2024-06-28 02:13:00,,Late express train delay cascading in section SEC_021 (Severity High),High
DIS_000249,Late Train,SEC_039,2024-05-11 19:30:00,SLOT_022491,Late express train delay cascading in section SEC_039 (Severity Medium),Medium
DIS_000250,Late Train,SEC_003,2024-08-23 01:46:00,SLOT_035122,Late express train delay cascading in section SEC_003 (Severity Medium),Medium
DIS_000251,Machine Breakdown,SEC_009,2024-09-04 18:41:00,,Tamping/BCM machine breakdown during block operation in SEC_009,Medium
DIS_000252,Late Train,SEC_025,2024-12-25 16:13:00,,Late express train delay cascading in section SEC_025 (Severity Medium),Medium
DIS_000253,Emergency Defect,SEC_010,2024-01-05 01:31:00,SLOT_039627,Emergency rail/OHE defect detected requiring urgent track access in SEC_010,Low
DIS_000254,Late Train,SEC_017,2024-06-30 00:44:00,SLOT_016703,Late express train delay cascading in section SEC_017 (Severity High),High
DIS_000255,Machine Breakdown,SEC_033,2024-10-19 15:03:00,,Tamping/BCM machine breakdown during block operation in SEC_033,Low
DIS_000256,Emergency Defect,SEC_008,2024-04-04 16:08:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_008,Medium
DIS_000257,Late Train,SEC_034,2024-11-11 22:47:00,SLOT_034693,Late express train delay cascading in section SEC_034 (Severity Low),Low
DIS_000258,Late Train,SEC_006,2024-08-27 04:40:00,,Late express train delay cascading in section SEC_006 (Severity Medium),Medium
DIS_000259,Late Train,SEC_009,2024-06-29 07:48:00,SLOT_049534,Late express train delay cascading in section SEC_009 (Severity Low),Low
DIS_000260,Late Train,SEC_029,2024-02-11 17:13:00,SLOT_009603,Late express train delay cascading in section SEC_029 (Severity Medium),Medium
DIS_000261,Machine Breakdown,SEC_039,2024-07-27 02:47:00,SLOT_045178,Tamping/BCM machine breakdown during block operation in SEC_039,High
DIS_000262,Emergency Defect,SEC_009,2024-01-03 11:58:00,SLOT_019912,Emergency rail/OHE defect detected requiring urgent track access in SEC_009,Low
DIS_000263,Late Train,SEC_015,2024-04-24 08:35:00,SLOT_018023,Late express train delay cascading in section SEC_015 (Severity Low),Low
DIS_000264,Emergency Defect,SEC_046,2024-05-17 16:27:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_046,High
DIS_000265,Late Train,SEC_049,2024-02-01 11:28:00,SLOT_001580,Late express train delay cascading in section SEC_049 (Severity Low),Low
DIS_000266,Late Train,SEC_029,2024-01-26 02:23:00,SLOT_028238,Late express train delay cascading in section SEC_029 (Severity Medium),Medium
DIS_000267,Late Train,SEC_022,2024-11-21 21:29:00,,Late express train delay cascading in section SEC_022 (Severity Medium),Medium
DIS_000268,Late Train,SEC_017,2024-06-23 17:53:00,SLOT_037936,Late express train delay cascading in section SEC_017 (Severity Medium),Medium
DIS_000269,Emergency Defect,SEC_031,2024-02-03 17:30:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_031,Low
DIS_000270,Late Train,SEC_029,2024-04-29 23:32:00,,Late express train delay cascading in section SEC_029 (Severity Medium),Medium
DIS_000271,Emergency Defect,SEC_015,2024-08-05 00:31:00,SLOT_007753,Emergency rail/OHE defect detected requiring urgent track access in SEC_015,High
DIS_000272,Late Train,SEC_002,2024-11-23 02:18:00,SLOT_003956,Late express train delay cascading in section SEC_002 (Severity Low),Low
DIS_000273,Emergency Defect,SEC_008,2024-06-12 09:08:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_008,Medium
DIS_000274,Late Train,SEC_047,2024-03-06 02:10:00,SLOT_000829,Late express train delay cascading in section SEC_047 (Severity Low),Low
DIS_000275,Late Train,SEC_021,2024-06-25 14:46:00,SLOT_042917,Late express train delay cascading in section SEC_021 (Severity High),High
DIS_000276,Late Train,SEC_024,2024-09-10 01:30:00,SLOT_044097,Late express train delay cascading in section SEC_024 (Severity Low),Low
DIS_000277,Late Train,SEC_023,2024-02-17 21:50:00,,Late express train delay cascading in section SEC_023 (Severity Low),Low
DIS_000278,Late Train,SEC_039,2024-08-19 10:55:00,,Late express train delay cascading in section SEC_039 (Severity Low),Low
DIS_000279,Late Train,SEC_004,2024-05-06 10:53:00,,Late express train delay cascading in section SEC_004 (Severity High),High
DIS_000280,Emergency Defect,SEC_005,2024-12-30 11:37:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_005,Medium
DIS_000281,Late Train,SEC_014,2024-06-09 08:21:00,SLOT_004431,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_000282,Emergency Defect,SEC_024,2024-07-27 07:31:00,SLOT_040054,Emergency rail/OHE defect detected requiring urgent track access in SEC_024,Low
DIS_000283,Emergency Defect,SEC_033,2024-09-15 01:40:00,SLOT_012385,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,High
DIS_000284,Emergency Defect,SEC_025,2024-10-22 11:37:00,SLOT_043411,Emergency rail/OHE defect detected requiring urgent track access in SEC_025,Low
DIS_000285,Emergency Defect,SEC_022,2024-01-21 22:31:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_022,Medium
DIS_000286,Late Train,SEC_046,2024-05-08 06:45:00,,Late express train delay cascading in section SEC_046 (Severity Medium),Medium
DIS_000287,Emergency Defect,SEC_008,2024-01-05 10:26:00,SLOT_033914,Emergency rail/OHE defect detected requiring urgent track access in SEC_008,Medium
DIS_000288,Emergency Defect,SEC_029,2024-01-27 18:26:00,SLOT_019990,Emergency rail/OHE defect detected requiring urgent track access in SEC_029,Medium
DIS_000289,Emergency Defect,SEC_027,2024-06-23 21:33:00,SLOT_044316,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Medium
DIS_000290,Late Train,SEC_024,2024-05-28 22:24:00,SLOT_045545,Late express train delay cascading in section SEC_024 (Severity Low),Low
DIS_000291,Emergency Defect,SEC_040,2024-09-21 07:07:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_040,Low
DIS_000292,Late Train,SEC_014,2024-09-03 02:57:00,SLOT_038405,Late express train delay cascading in section SEC_014 (Severity Low),Low
DIS_000293,Late Train,SEC_047,2024-12-03 05:30:00,SLOT_041933,Late express train delay cascading in section SEC_047 (Severity Low),Low
DIS_000294,Late Train,SEC_017,2024-04-03 15:43:00,SLOT_016249,Late express train delay cascading in section SEC_017 (Severity Medium),Medium
DIS_000295,Late Train,SEC_027,2024-07-19 12:00:00,SLOT_018543,Late express train delay cascading in section SEC_027 (Severity Medium),Medium
DIS_000296,Emergency Defect,SEC_026,2024-02-20 16:36:00,SLOT_012000,Emergency rail/OHE defect detected requiring urgent track access in SEC_026,High
DIS_000297,Machine Breakdown,SEC_042,2024-06-04 21:36:00,SLOT_040908,Tamping/BCM machine breakdown during block operation in SEC_042,High
DIS_000298,Late Train,SEC_022,2024-02-08 07:26:00,SLOT_042534,Late express train delay cascading in section SEC_022 (Severity Low),Low
DIS_000299,Emergency Defect,SEC_014,2024-11-30 19:48:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_014,Medium
DIS_000300,Emergency Defect,SEC_002,2024-07-12 06:40:00,SLOT_025973,Emergency rail/OHE defect detected requiring urgent track access in SEC_002,Medium
DIS_000301,Machine Breakdown,SEC_018,2024-01-27 16:16:00,SLOT_021051,Tamping/BCM machine breakdown during block operation in SEC_018,High
DIS_000302,Emergency Defect,SEC_041,2024-05-02 13:10:00,SLOT_027982,Emergency rail/OHE defect detected requiring urgent track access in SEC_041,Low
DIS_000303,Late Train,SEC_001,2024-10-08 11:58:00,,Late express train delay cascading in section SEC_001 (Severity Medium),Medium
DIS_000304,Late Train,SEC_044,2024-10-06 14:17:00,SLOT_033662,Late express train delay cascading in section SEC_044 (Severity Low),Low
DIS_000305,Emergency Defect,SEC_027,2024-09-30 01:50:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_027,Low
DIS_000306,Late Train,SEC_007,2024-08-21 01:24:00,,Late express train delay cascading in section SEC_007 (Severity Medium),Medium
DIS_000307,Machine Breakdown,SEC_015,2024-12-26 18:44:00,SLOT_034579,Tamping/BCM machine breakdown during block operation in SEC_015,Low
DIS_000308,Machine Breakdown,SEC_028,2024-12-09 00:57:00,,Tamping/BCM machine breakdown during block operation in SEC_028,Low
DIS_000309,Machine Breakdown,SEC_016,2024-05-26 16:38:00,,Tamping/BCM machine breakdown during block operation in SEC_016,Medium
DIS_000310,Late Train,SEC_006,2024-12-24 03:27:00,SLOT_010349,Late express train delay cascading in section SEC_006 (Severity Low),Low
DIS_000311,Emergency Defect,SEC_033,2024-09-07 13:33:00,SLOT_006428,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,Low
DIS_000312,Emergency Defect,SEC_033,2024-01-01 00:11:00,SLOT_008686,Emergency rail/OHE defect detected requiring urgent track access in SEC_033,Medium
DIS_000313,Late Train,SEC_006,2024-09-29 12:11:00,,Late express train delay cascading in section SEC_006 (Severity Medium),Medium
DIS_000314,Late Train,SEC_014,2024-03-27 09:29:00,SLOT_017392,Late express train delay cascading in section SEC_014 (Severity Medium),Medium
DIS_000315,Late Train,SEC_012,2024-11-10 05:38:00,,Late express train delay cascading in section SEC_012 (Severity High),High
DIS_000316,Late Train,SEC_033,2024-03-29 15:12:00,SLOT_032539,Late express train delay cascading in section SEC_033 (Severity Low),Low
DIS_000317,Machine Breakdown,SEC_036,2024-06-24 06:01:00,,Tamping/BCM machine breakdown during block operation in SEC_036,Low
DIS_000318,Machine Breakdown,SEC_036,2024-11-17 23:31:00,SLOT_001381,Tamping/BCM machine breakdown during block operation in SEC_036,Low
DIS_000319,Late Train,SEC_046,2024-10-14 17:29:00,SLOT_011503,Late express train delay cascading in section SEC_046 (Severity Medium),Medium
DIS_000320,Emergency Defect,SEC_038,2024-02-18 05:39:00,SLOT_044388,Emergency rail/OHE defect detected requiring urgent track access in SEC_038,Low
DIS_000321,Late Train,SEC_016,2024-12-23 07:37:00,SLOT_034883,Late express train delay cascading in section SEC_016 (Severity High),High
DIS_000322,Late Train,SEC_006,2024-06-01 22:05:00,SLOT_029736,Late express train delay cascading in section SEC_006 (Severity Medium),Medium
DIS_000323,Late Train,SEC_031,2024-07-13 12:27:00,SLOT_049919,Late express train delay cascading in section SEC_031 (Severity Low),Low
DIS_000324,Emergency Defect,SEC_045,2024-01-20 18:58:00,,Emergency rail/OHE defect detected requiring urgent track access in SEC_045,High
DIS_000325,Emergency Defect,SEC_048,2024-01-11 12:52:00,SLOT_036553,Emergency rail/OHE defect detected requiring urgent track access in SEC_048,Medium
DIS_000326,Machine Breakdown,SEC_012,2024-06-23 13:21:00,SLOT_031750,Tamping/BCM machine breakdown during block operation in SEC_012,Medium
DIS_000327,Machine Breakdown,SEC_012,2024-05-10 13:02:00,,Tamping/BCM machine breakdown during block operation in SEC_012,Medium
