train_number,train_type,section_id,scheduled_departure,scheduled_arrival,priority_class,day_of_week
22047,Passenger,SEC_037,09:05:19,09:18:19,Mail Passenger,Sunday
22061,Express,SEC_009,19:56:17,20:07:17,Superfast,Thursday
22105,Express,SEC_018,20:02:58,20:10:58,Superfast,Thursday
22309,Express,SEC_030,07:49:57,07:54:57,Superfast,Wednesday
12246,Express,SEC_036,03:34:27,03:43:27,Rajdhani,Friday
12140,Express,SEC_043,21:58:19,22:08:19,Superfast,Saturday
22097,Express,SEC_003,23:47:05,23:55:05,Superfast,Sunday
22259,Freight,SEC_010,22:28:48,22:43:48,Goods,Tuesday
12480,Freight,SEC_014,11:59:02,12:18:02,Goods,Friday
22383,Passenger,SEC_016,17:24:32,17:43:32,Mail Passenger,Monday
12128,Freight,SEC_049,04:06:44,04:31:44,Goods,Thursday
12282,Express,SEC_039,22:13:27,22:20:27,Superfast,Monday
12254,Freight,SEC_016,14:25:08,14:41:08,Goods,Thursday
12404,Express,SEC_048,12:20:02,12:25:02,Superfast,Saturday
12172,Freight,SEC_025,02:22:05,02:37:05,Goods,Saturday
12172,Freight,SEC_025,14:57:40,15:26:40,Goods,Saturday
12224,Passenger,SEC_022,09:52:44,10:03:44,Mail Passenger,Friday
12084,Passenger,SEC_008,17:55:46,18:10:46,Mail Passenger,Friday
12434,Freight,SEC_046,11:02:28,11:17:28,Goods,Monday
22197,Freight,SEC_001,14:59:12,15:16:12,Goods,Saturday
12430,Express,SEC_009,15:24:16,15:35:16,Superfast,Friday
22205,Passenger,SEC_012,21:35:05,21:47:05,Mail Passenger,Tuesday
22337,Passenger,SEC_014,19:30:42,19:47:42,Mail Passenger,Friday
22357,Freight,SEC_007,01:02:03,01:27:03,Goods,Wednesday
22395,Freight,SEC_001,14:44:19,15:02:19,Goods,Thursday
22343,Passenger,SEC_034,08:10:23,08:29:23,Mail Passenger,Saturday
12344,Express,SEC_048,20:07:12,20:16:12,Superfast,Wednesday
12154,Passenger,SEC_006,11:17:17,11:27:17,Mail Passenger,Sunday
22031,Express,SEC_015,21:39:29,21:47:29,Superfast,Wednesday
12464,Express,SEC_025,14:32:26,14:42:26,Superfast,Thursday
12422,Passenger,SEC_046,08:32:48,08:44:48,Mail Passenger,Monday
22137,Freight,SEC_035,12:39:12,13:02:12,Goods,Monday
12010,Passenger,SEC_038,20:39:34,20:56:34,Mail Passenger,Tuesday
12498,Express,SEC_029,22:48:44,22:53:44,Superfast,Sunday
22041,Express,SEC_021,00:11:27,00:19:27,Superfast,Tuesday
12016,Express,SEC_010,18:15:37,18:20:37,Superfast,Wednesday
12494,Freight,SEC_043,01:10:16,01:32:16,Goods,Saturday
12336,Express,SEC_040,10:04:16,10:12:16,Rajdhani,Wednesday
22301,Passenger,SEC_002,10:55:40,11:09:40,Mail Passenger,Saturday
12310,Freight,SEC_036,12:30:52,12:48:52,Goods,Monday
12370,Express,SEC_005,15:44:00,15:50:00,Rajdhani,Monday
12292,Freight,SEC_037,23:54:43,00:12:43,Goods,Monday
22373,Express,SEC_041,19:24:17,19:34:17,Superfast,Monday
22389,Freight,SEC_007,03:52:22,04:17:22,Goods,Friday
22105,Express,SEC_022,01:15:36,01:24:36,Superfast,Monday
22295,Passenger,SEC_007,21:50:26,22:09:26,Mail Passenger,Friday
22165,Express,SEC_028,18:17:14,18:26:14,Superfast,Friday
12304,Passenger,SEC_046,05:24:40,05:42:40,Mail Passenger,Tuesday
22085,Express,SEC_004,23:35:20,23:40:20,Superfast,Monday
12438,Express,SEC_020,02:58:12,03:05:12,Superfast,Tuesday
12132,Freight,SEC_048,00:33:58,00:53:58,Goods,Tuesday
22093,Freight,SEC_015,12:57:26,13:17:26,Goods,Thursday
12060,Express,SEC_007,17:12:47,17:17:47,Superfast,Sunday
22265,Passenger,SEC_024,01:13:45,01:29:45,Mail Passenger,Thursday
12178,Express,SEC_025,19:51:43,19:58:43,Superfast,Friday
12356,Express,SEC_033,07:43:02,07:48:02,Superfast,Wednesday
12208,Express,SEC_016,08:09:23,08:16:23,Superfast,Monday
22153,Passenger,SEC_047,20:29:23,20:43:23,Mail Passenger,Tuesday
22157,Express,SEC_026,07:07:09,07:17:09,Superfast,Thursday
22109,Passenger,SEC_015,21:38:46,21:48:46,Mail Passenger,Sunday
12348,Passenger,SEC_048,19:08:46,19:27:46,Mail Passenger,Tuesday
12064,Freight,SEC_046,02:53:41,03:16:41,Goods,Sunday
22455,Freight,SEC_025,02:10:36,02:37:36,Goods,Friday
22131,Freight,SEC_002,01:01:12,01:25:12,Goods,Wednesday
12004,Express,SEC_030,09:10:23,09:18:23,Superfast,Friday
22333,Express,SEC_028,08:58:55,09:05:55,Superfast,Friday
22355,Express,SEC_008,16:29:25,16:39:25,Superfast,Friday
22307,Freight,SEC_032,04:48:27,05:08:27,Goods,Sunday
12180,Express,SEC_042,10:18:10,10:23:10,Superfast,Friday
22085,Express,SEC_006,17:22:24,17:28:24,Superfast,Monday
12436,Passenger,SEC_036,03:10:25,03:27:25,Mail Passenger,Wednesday
22245,Passenger,SEC_007,09:05:28,09:24:28,Mail Passenger,Sunday
22237,Freight,SEC_037,13:54:36,14:20:36,Goods,Tuesday
12106,Express,SEC_021,09:00:25,09:11:25,Superfast,Thursday
12390,Freight,SEC_001,12:04:17,12:25:17,Goods,Thursday
22467,Express,SEC_048,00:59:33,01:06:33,Rajdhani,Thursday
12322,Freight,SEC_009,01:09:02,01:35:02,Goods,Sunday
12362,Express,SEC_030,16:03:15,16:08:15,Superfast,Thursday
12354,Express,SEC_009,18:19:26,18:25:26,Superfast,Monday
12086,Express,SEC_046,08:39:56,08:45:56,Superfast,Tuesday
22231,Express,SEC_037,19:02:19,19:12:19,Superfast,Friday
12144,Express,SEC_040,20:19:20,20:25:20,Superfast,Saturday
22201,Express,SEC_022,04:17:04,04:23:04,Superfast,Friday
12426,Express,SEC_023,21:49:36,21:58:36,Rajdhani,Saturday
22415,Express,SEC_032,17:54:52,18:00:52,Rajdhani,Tuesday
12278,Express,SEC_039,13:58:44,14:06:44,Superfast,Monday
12058,Express,SEC_042,17:48:21,17:56:21,Superfast,Sunday
22177,Freight,SEC_001,11:10:51,11:33:51,Goods,Thursday
22361,Passenger,SEC_033,17:28:55,17:44:55,Mail Passenger,Saturday
22299,Passenger,SEC_006,20:01:57,20:13:57,Mail Passenger,Sunday
22279,Express,SEC_015,21:16:42,21:22:42,Superfast,Tuesday
12194,Freight,SEC_041,01:21:25,01:46:25,Goods,Sunday
12484,Freight,SEC_013,03:42:54,03:58:54,Goods,Wednesday
22455,Passenger,SEC_040,20:22:59,20:40:59,Mail Passenger,Friday
12322,Passenger,SEC_023,12:32:34,12:45:34,Mail Passenger,Wednesday
12436,Express,SEC_012,12:19:19,12:28:19,Superfast,Tuesday
22089,Passenger,SEC_017,09:37:14,09:50:14,Mail Passenger,Sunday
12080,Express,SEC_027,21:29:01,21:36:01,Superfast,Wednesday
12356,Passenger,SEC_038,11:46:20,12:01:20,Mail Passenger,Monday
12338,Passenger,SEC_030,18:35:20,18:45:20,Mail Passenger,Tuesday
12122,Express,SEC_046,10:44:04,10:51:04,Superfast,Sunday
12418,Express,SEC_043,10:12:14,10:20:14,Superfast,Saturday
22373,Express,SEC_037,18:04:52,18:11:52,Superfast,Friday
22105,Passenger,SEC_030,09:13:22,09:29:22,Mail Passenger,Saturday
22305,Express,SEC_015,12:26:51,12:33:51,Superfast,Friday
22435,Express,SEC_021,04:53:39,05:01:39,Rajdhani,Sunday
12384,Freight,SEC_006,22:56:39,23:19:39,Goods,Monday
22209,Express,SEC_019,17:55:51,18:01:51,Superfast,Monday
22409,Express,SEC_046,19:30:22,19:37:22,Rajdhani,Friday
22153,Passenger,SEC_021,19:34:10,19:50:10,Mail Passenger,Sunday
22487,Freight,SEC_006,11:52:58,12:10:58,Goods,Friday
12492,Passenger,SEC_032,09:13:17,09:25:17,Mail Passenger,Sunday
12150,Freight,SEC_048,00:45:53,01:13:53,Goods,Wednesday
12344,Express,SEC_043,19:08:54,19:15:54,Superfast,Friday
22481,Passenger,SEC_014,18:15:36,18:34:36,Mail Passenger,Thursday
22145,Passenger,SEC_023,07:21:33,07:37:33,Mail Passenger,Sunday
22357,Passenger,SEC_027,05:39:07,05:58:07,Mail Passenger,Friday
12264,Passenger,SEC_013,20:47:08,20:59:08,Mail Passenger,Thursday
22221,Passenger,SEC_014,09:08:03,09:21:03,Mail Passenger,Tuesday
22321,Passenger,SEC_012,23:33:30,23:47:30,Mail Passenger,Wednesday
12238,Freight,SEC_049,14:11:38,14:27:38,Goods,Monday
22355,Express,SEC_037,08:14:24,08:20:24,Rajdhani,Tuesday
22479,Express,SEC_042,10:00:36,10:09:36,Rajdhani,Thursday
12104,Passenger,SEC_041,18:30:41,18:44:41,Mail Passenger,Monday
12088,Passenger,SEC_047,21:06:07,21:21:07,Mail Passenger,Thursday
12308,Freight,SEC_006,03:29:34,03:48:34,Goods,Monday
12480,Express,SEC_044,09:19:22,09:30:22,Rajdhani,Tuesday
22423,Freight,SEC_004,03:26:16,03:47:16,Goods,Friday
12202,Express,SEC_024,19:20:41,19:27:41,Superfast,Monday
22401,Express,SEC_030,08:05:22,08:15:22,Rajdhani,Wednesday
22455,Express,SEC_018,18:34:16,18:40:16,Superfast,Tuesday
22147,Passenger,SEC_008,20:38:49,20:48:49,Mail Passenger,Monday
12052,Freight,SEC_010,03:28:17,03:53:17,Goods,Tuesday
22485,Express,SEC_041,05:57:28,06:07:28,Superfast,Monday
22079,Express,SEC_016,18:45:22,18:51:22,Rajdhani,Monday
12006,Express,SEC_016,19:32:04,19:41:04,Rajdhani,Friday
22159,Express,SEC_046,01:11:36,01:20:36,Superfast,Monday
22389,Passenger,SEC_008,07:54:21,08:04:21,Mail Passenger,Sunday
22373,Freight,SEC_045,03:24:57,03:51:57,Goods,Thursday
12158,Passenger,SEC_046,20:33:25,20:52:25,Mail Passenger,Wednesday
12342,Express,SEC_030,03:49:51,03:59:51,Superfast,Sunday
12470,Express,SEC_009,08:49:18,08:56:18,Superfast,Saturday
22003,Freight,SEC_008,01:02:03,01:25:03,Goods,Wednesday
12430,Passenger,SEC_014,23:03:31,23:17:31,Mail Passenger,Sunday
12300,Express,SEC_029,07:49:12,07:54:12,Superfast,Thursday
12440,Express,SEC_008,01:10:33,01:20:33,Superfast,Friday
12024,Express,SEC_023,23:07:33,23:16:33,Superfast,Sunday
22125,Passenger,SEC_006,14:40:36,14:52:36,Mail Passenger,Saturday
22191,Express,SEC_027,20:21:24,20:27:24,Rajdhani,Friday
12398,Freight,SEC_002,23:05:37,23:32:37,Goods,Friday
12338,Express,SEC_035,07:54:11,07:59:11,Superfast,Friday
12166,Express,SEC_003,08:15:53,08:22:53,Superfast,Sunday
12120,Express,SEC_010,20:16:48,20:21:48,Superfast,Friday
22223,Passenger,SEC_009,23:42:48,23:53:48,Mail Passenger,Wednesday
12082,Passenger,SEC_041,18:58:43,19:16:43,Mail Passenger,Monday
12452,Express,SEC_003,10:01:00,10:08:00,Superfast,Saturday
22415,Express,SEC_022,21:43:49,21:52:49,Superfast,Thursday
12360,Express,SEC_029,07:16:53,07:24:53,Superfast,Wednesday
22239,Freight,SEC_026,01:13:32,01:41:32,Goods,Sunday
12320,Passenger,SEC_034,17:40:38,17:56:38,Mail Passenger,Tuesday
12126,Freight,SEC_040,23:19:08,23:35:08,Goods,Monday
12064,Express,SEC_020,09:34:45,09:41:45,Rajdhani,Saturday
12116,Freight,SEC_041,14:10:19,14:28:19,Goods,Sunday
22269,Express,SEC_016,10:42:14,10:47:14,Superfast,Saturday
22479,Freight,SEC_049,02:03:07,02:27:07,Goods,Sunday
22061,Passenger,SEC_025,08:22:25,08:36:25,Mail Passenger,Sunday
12152,Express,SEC_037,08:29:47,08:37:47,Superfast,Friday
22037,Freight,SEC_043,14:52:55,15:17:55,Goods,Sunday
12220,Freight,SEC_039,00:19:22,00:38:22,Goods,Wednesday
22473,Passenger,SEC_042,19:42:36,19:58:36,Mail Passenger,Saturday
22025,Express,SEC_027,17:26:38,17:33:38,Rajdhani,Monday
12296,Passenger,SEC_003,06:19:42,06:36:42,Mail Passenger,Thursday
22077,Express,SEC_025,10:47:33,10:56:33,Rajdhani,Wednesday
22003,Express,SEC_009,09:04:58,09:15:58,Superfast,Sunday
22269,Express,SEC_044,19:28:37,19:37:37,Rajdhani,Thursday
12234,Passenger,SEC_012,05:57:57,06:14:57,Mail Passenger,Tuesday
12450,Passenger,SEC_012,09:37:55,09:54:55,Mail Passenger,Thursday
22143,Freight,SEC_013,22:00:43,22:25:43,Goods,Monday
22317,Express,SEC_032,07:57:22,08:02:22,Superfast,Monday
12076,Express,SEC_028,00:10:50,00:15:50,Rajdhani,Thursday
22289,Express,SEC_047,18:26:15,18:32:15,Superfast,Friday
22409,Passenger,SEC_021,09:13:58,09:31:58,Mail Passenger,Friday
12192,Express,SEC_014,03:12:41,03:18:41,Rajdhani,Monday
12076,Express,SEC_003,17:50:58,17:55:58,Superfast,Friday
12252,Freight,SEC_001,14:03:54,14:21:54,Goods,Monday
22083,Express,SEC_019,18:01:20,18:09:20,Superfast,Saturday
22323,Express,SEC_046,21:05:53,21:16:53,Superfast,Monday
12116,Express,SEC_026,19:49:10,19:57:10,Rajdhani,Monday
12330,Freight,SEC_044,14:04:54,14:23:54,Goods,Thursday
12356,Passenger,SEC_005,05:04:46,05:20:46,Mail Passenger,Saturday
22499,Freight,SEC_005,14:07:09,14:24:09,Goods,Saturday
22095,Passenger,SEC_041,07:25:31,07:43:31,Mail Passenger,Friday
22465,Express,SEC_006,06:23:58,06:32:58,Superfast,Tuesday
12160,Passenger,SEC_003,09:30:21,09:40:21,Mail Passenger,Sunday
22077,Freight,SEC_020,12:03:23,12:22:23,Goods,Monday
22451,Express,SEC_046,09:36:11,09:47:11,Superfast,Wednesday
22285,Passenger,SEC_034,02:05:36,02:23:36,Mail Passenger,Saturday
12282,Express,SEC_005,03:45:52,03:52:52,Superfast,Friday
12150,Passenger,SEC_042,09:37:47,09:52:47,Mail Passenger,Saturday
12086,Passenger,SEC_042,08:42:34,08:54:34,Mail Passenger,Saturday
12030,Express,SEC_040,17:10:45,17:19:45,Rajdhani,Sunday
22429,Freight,SEC_045,11:35:06,11:59:06,Goods,Thursday
12010,Freight,SEC_012,01:59:24,02:16:24,Goods,Saturday
12256,Passenger,SEC_048,19:04:27,19:17:27,Mail Passenger,Tuesday
22133,Passenger,SEC_016,21:49:39,21:59:39,Mail Passenger,Tuesday
22417,Express,SEC_040,07:58:22,08:05:22,Superfast,Monday
22351,Express,SEC_029,23:17:21,23:25:21,Superfast,Tuesday
22039,Freight,SEC_039,23:19:00,23:40:00,Goods,Monday
12064,Freight,SEC_031,14:21:26,14:44:26,Goods,Saturday
12080,Express,SEC_032,06:57:37,07:07:37,Superfast,Thursday
12356,Freight,SEC_031,02:08:17,02:30:17,Goods,Thursday
22045,Express,SEC_039,06:23:17,06:30:17,Superfast,Friday
22117,Express,SEC_037,05:35:05,05:45:05,Superfast,Wednesday
12240,Express,SEC_007,19:05:54,19:15:54,Superfast,Thursday
12092,Passenger,SEC_041,18:32:49,18:48:49,Mail Passenger,Monday
22193,Freight,SEC_027,03:08:23,03:24:23,Goods,Friday
12152,Express,SEC_016,08:52:23,09:03:23,Rajdhani,Sunday
12208,Passenger,SEC_026,20:31:42,20:47:42,Mail Passenger,Monday
22013,Freight,SEC_048,14:53:14,15:12:14,Goods,Monday
22183,Freight,SEC_043,04:00:58,04:16:58,Goods,Monday
12268,Express,SEC_041,10:52:19,11:00:19,Superfast,Friday
12212,Express,SEC_023,18:45:15,18:52:15,Superfast,Saturday
12470,Express,SEC_039,15:22:37,15:27:37,Superfast,Saturday
12190,Passenger,SEC_019,10:34:15,10:49:15,Mail Passenger,Saturday
12152,Express,SEC_034,09:31:50,09:40:50,Superfast,Friday
22079,Passenger,SEC_032,19:29:54,19:48:54,Mail Passenger,Friday
22307,Freight,SEC_013,12:07:38,12:26:38,Goods,Tuesday
12284,Express,SEC_014,09:26:55,09:35:55,Superfast,Saturday
12026,Express,SEC_003,08:04:47,08:11:47,Superfast,Tuesday
12434,Freight,SEC_007,23:00:53,23:19:53,Goods,Sunday
22489,Passenger,SEC_022,10:00:22,10:15:22,Mail Passenger,Monday
22497,Express,SEC_024,11:35:54,11:45:54,Superfast,Sunday
22389,Express,SEC_009,07:52:13,08:01:13,Superfast,Thursday
12058,Passenger,SEC_021,07:25:51,07:35:51,Mail Passenger,Friday
12448,Express,SEC_030,10:10:20,10:19:20,Rajdhani,Tuesday
22205,Express,SEC_012,12:26:56,12:33:56,Superfast,Wednesday
22431,Express,SEC_017,17:00:33,17:07:33,Rajdhani,Sunday
12120,Express,SEC_019,05:47:26,05:53:26,Rajdhani,Monday
22343,Passenger,SEC_025,08:53:17,09:05:17,Mail Passenger,Tuesday
22283,Express,SEC_018,16:50:30,16:56:30,Rajdhani,Friday
22229,Passenger,SEC_037,08:08:38,08:18:38,Mail Passenger,Saturday
12180,Express,SEC_017,10:21:07,10:32:07,Superfast,Thursday
12026,Express,SEC_022,02:56:13,03:05:13,Superfast,Monday
12438,Freight,SEC_019,22:13:14,22:30:14,Goods,Tuesday
22361,Freight,SEC_009,12:57:05,13:17:05,Goods,Sunday
22467,Freight,SEC_034,12:16:11,12:31:11,Goods,Tuesday
12258,Passenger,SEC_012,18:03:14,18:17:14,Mail Passenger,Friday
12162,Passenger,SEC_015,08:02:48,08:21:48,Mail Passenger,Sunday
22307,Freight,SEC_039,12:53:25,13:18:25,Goods,Wednesday
12178,Freight,SEC_047,14:51:01,15:14:01,Goods,Monday
22469,Passenger,SEC_033,05:17:59,05:28:59,Mail Passenger,Saturday
22267,Freight,SEC_045,11:29:51,11:45:51,Goods,Saturday
12338,Freight,SEC_042,03:48:29,04:12:29,Goods,Friday
22317,Freight,SEC_024,04:49:17,05:05:17,Goods,Sunday
12194,Passenger,SEC_038,07:46:07,07:58:07,Mail Passenger,Saturday
12376,Express,SEC_017,19:56:10,20:01:10,Superfast,Friday
22245,Express,SEC_023,04:28:36,04:36:36,Rajdhani,Wednesday
12050,Freight,SEC_027,12:30:48,12:59:48,Goods,Monday
12204,Express,SEC_048,11:54:19,12:03:19,Rajdhani,Saturday
22025,Express,SEC_042,19:26:32,19:36:32,Superfast,Saturday
22367,Express,SEC_024,10:51:17,10:57:17,Superfast,Friday
22339,Passenger,SEC_032,06:24:59,06:38:59,Mail Passenger,Friday
12448,Freight,SEC_010,13:13:38,13:29:38,Goods,Saturday
22239,Passenger,SEC_040,03:58:37,04:16:37,Mail Passenger,Tuesday
22495,Freight,SEC_028,13:06:10,13:30:10,Goods,Monday
12336,Passenger,SEC_027,17:50:35,18:09:35,Mail Passenger,Friday
22193,Freight,SEC_038,03:01:50,03:16:50,Goods,Sunday
12150,Express,SEC_032,01:34:01,01:42:01,Superfast,Monday
22473,Passenger,SEC_004,17:59:32,18:11:32,Mail Passenger,Monday
12086,Express,SEC_015,18:09:07,18:14:07,Superfast,Friday
12008,Passenger,SEC_009,14:53:03,15:03:03,Mail Passenger,Wednesday
22055,Freight,SEC_037,03:20:27,03:40:27,Goods,Sunday
12344,Passenger,SEC_002,15:24:29,15:34:29,Mail Passenger,Thursday
22393,Passenger,SEC_010,11:58:58,12:13:58,Mail Passenger,Thursday
12254,Passenger,SEC_030,09:16:36,09:26:36,Mail Passenger,Monday
22201,Passenger,SEC_035,13:52:38,14:04:38,Mail Passenger,Sunday
22091,Express,SEC_025,05:11:21,05:19:21,Rajdhani,Wednesday
22041,Passenger,SEC_043,10:02:02,10:18:02,Mail Passenger,Thursday
12372,Passenger,SEC_046,09:39:25,09:58:25,Mail Passenger,Friday
22123,Freight,SEC_007,01:53:01,02:19:01,Goods,Sunday
12492,Freight,SEC_047,11:42:19,12:03:19,Goods,Saturday
12430,Express,SEC_031,12:48:39,12:59:39,Superfast,Saturday
22385,Express,SEC_032,08:15:35,08:23:35,Superfast,Monday
12240,Freight,SEC_005,00:58:18,01:20:18,Goods,Monday
22179,Passenger,SEC_031,08:53:36,09:11:36,Mail Passenger,Saturday
12426,Express,SEC_036,08:54:23,09:04:23,Rajdhani,Sunday
22023,Express,SEC_029,07:35:05,07:44:05,Superfast,Friday
12472,Passenger,SEC_005,21:55:06,22:13:06,Mail Passenger,Sunday
22411,Express,SEC_026,08:30:26,08:35:26,Superfast,Wednesday
22033,Passenger,SEC_046,04:00:56,04:14:56,Mail Passenger,Wednesday
22109,Passenger,SEC_036,18:59:24,19:15:24,Mail Passenger,Tuesday
22471,Passenger,SEC_007,17:05:47,17:24:47,Mail Passenger,Saturday
22331,Express,SEC_048,19:43:31,19:51:31,Superfast,Friday
22185,Passenger,SEC_047,17:59:52,18:09:52,Mail Passenger,Tuesday
12416,Freight,SEC_009,04:00:04,04:24:04,Goods,Sunday
22349,Freight,SEC_040,22:19:56,22:44:56,Goods,Monday
12462,Passenger,SEC_020,09:51:08,10:07:08,Mail Passenger,Saturday
22201,Freight,SEC_030,02:04:39,02:22:39,Goods,Tuesday
12294,Passenger,SEC_022,05:46:39,06:00:39,Mail Passenger,Saturday
22307,Freight,SEC_039,04:53:59,05:16:59,Goods,Thursday
22021,Express,SEC_049,07:21:19,07:32:19,Superfast,Tuesday
12334,Freight,SEC_039,12:42:40,13:01:40,Goods,Monday
12358,Express,SEC_046,10:04:58,10:13:58,Rajdhani,Friday
12066,Express,SEC_047,08:42:02,08:51:02,Rajdhani,Tuesday
22405,Passenger,SEC_005,17:36:06,17:46:06,Mail Passenger,Thursday
22215,Passenger,SEC_013,19:59:16,20:13:16,Mail Passenger,Sunday
22213,Freight,SEC_036,00:49:45,01:04:45,Goods,Sunday
22103,Freight,SEC_029,04:31:46,04:58:46,Goods,Thursday
12426,Passenger,SEC_003,21:16:30,21:27:30,Mail Passenger,Saturday
22059,Passenger,SEC_005,19:14:47,19:29:47,Mail Passenger,Saturday
22489,Express,SEC_026,18:16:40,18:26:40,Superfast,Friday
22295,Express,SEC_031,19:12:59,19:17:59,Rajdhani,Tuesday
12118,Passenger,SEC_009,01:02:10,01:16:10,Mail Passenger,Saturday
12340,Freight,SEC_009,01:28:21,01:57:21,Goods,Monday
12358,Express,SEC_007,19:35:39,19:43:39,Superfast,Thursday
12128,Passenger,SEC_028,12:21:40,12:37:40,Mail Passenger,Saturday
12438,Express,SEC_001,07:42:35,07:53:35,Superfast,Thursday
22003,Passenger,SEC_029,21:25:01,21:37:01,Mail Passenger,Wednesday
22063,Passenger,SEC_024,17:52:20,18:10:20,Mail Passenger,Wednesday
22485,Express,SEC_023,10:13:09,10:19:09,Rajdhani,Thursday
12380,Express,SEC_034,18:57:28,19:06:28,Superfast,Saturday
22237,Freight,SEC_026,03:09:40,03:26:40,Goods,Sunday
22157,Express,SEC_036,07:15:29,07:22:29,Superfast,Saturday
22325,Passenger,SEC_038,19:57:36,20:13:36,Mail Passenger,Wednesday
22345,Express,SEC_046,09:32:02,09:42:02,Rajdhani,Monday
22037,Passenger,SEC_040,14:46:05,15:04:05,Mail Passenger,Thursday
12216,Passenger,SEC_026,00:20:17,00:31:17,Mail Passenger,Sunday
12310,Freight,SEC_025,12:17:49,12:35:49,Goods,Friday
12294,Passenger,SEC_012,04:04:26,04:20:26,Mail Passenger,Wednesday
22381,Express,SEC_030,13:17:53,13:24:53,Rajdhani,Monday
22455,Express,SEC_007,10:00:28,10:07:28,Superfast,Tuesday
22023,Express,SEC_046,19:28:20,19:39:20,Rajdhani,Saturday
12266,Express,SEC_042,19:50:46,20:00:46,Superfast,Friday
22261,Freight,SEC_006,13:06:15,13:23:15,Goods,Thursday
22103,Express,SEC_039,18:30:00,18:40:00,Superfast,Wednesday
22071,Express,SEC_006,16:35:32,16:41:32,Superfast,Tuesday
22451,Express,SEC_036,22:45:44,22:55:44,Superfast,Sunday
22073,Express,SEC_005,20:05:39,20:13:39,Superfast,Thursday
22221,Express,SEC_024,00:53:37,01:00:37,Superfast,Saturday
22307,Passenger,SEC_033,04:38:56,04:48:56,Mail Passenger,Thursday
12238,Passenger,SEC_036,08:48:19,09:06:19,Mail Passenger,Thursday
22309,Passenger,SEC_021,09:33:25,09:51:25,Mail Passenger,Friday
12014,Express,SEC_046,10:57:01,11:08:01,Superfast,Wednesday
12276,Freight,SEC_038,12:20:39,12:47:39,Goods,Sunday
12404,Express,SEC_011,09:48:37,09:53:37,Rajdhani,Thursday
22255,Express,SEC_033,16:14:52,16:19:52,Superfast,Saturday
12496,Express,SEC_036,00:21:34,00:29:34,Superfast,Sunday
12234,Express,SEC_017,19:30:49,19:41:49,Rajdhani,Wednesday
22153,Express,SEC_037,11:32:02,11:37:02,Superfast,Tuesday
12240,Express,SEC_045,01:58:42,02:04:42,Rajdhani,Sunday
12150,Passenger,SEC_041,18:13:19,18:23:19,Mail Passenger,Saturday
22167,Express,SEC_038,10:41:43,10:52:43,Superfast,Saturday
12226,Freight,SEC_032,11:02:55,11:23:55,Goods,Sunday
12128,Freight,SEC_014,13:57:17,14:22:17,Goods,Monday
22017,Express,SEC_039,07:15:03,07:21:03,Superfast,Sunday
12132,Passenger,SEC_018,22:34:17,22:53:17,Mail Passenger,Monday
22015,Freight,SEC_027,04:25:15,04:52:15,Goods,Tuesday
12454,Express,SEC_016,10:54:32,11:00:32,Superfast,Tuesday
12434,Express,SEC_016,19:50:28,19:57:28,Superfast,Monday
22133,Freight,SEC_008,12:16:56,12:34:56,Goods,Monday
12448,Express,SEC_048,21:44:43,21:53:43,Rajdhani,Monday
22187,Passenger,SEC_008,03:52:39,04:05:39,Mail Passenger,Thursday
12186,Passenger,SEC_005,11:16:28,11:26:28,Mail Passenger,Wednesday
12252,Express,SEC_046,10:11:18,10:19:18,Superfast,Wednesday
12456,Express,SEC_028,07:53:07,08:00:07,Superfast,Tuesday
22371,Passenger,SEC_022,08:09:59,08:19:59,Mail Passenger,Sunday
22317,Express,SEC_037,04:50:19,04:57:19,Rajdhani,Wednesday
12388,Express,SEC_019,09:26:47,09:37:47,Rajdhani,Thursday
22437,Freight,SEC_007,11:56:29,12:20:29,Goods,Monday
12360,Freight,SEC_036,11:48:11,12:07:11,Goods,Tuesday
12234,Passenger,SEC_009,17:34:36,17:48:36,Mail Passenger,Tuesday
22151,Express,SEC_028,18:16:29,18:26:29,Superfast,Sunday
