station_code,field,severity,description,raw_value,detected_at
CAM,station_code,MEDIUM,OGD station code 'CAM' not found in OSM dataset.,CAM,2026-09-06T11:41:48.162730
PKA,station_code,MEDIUM,OGD station code 'PKA' not found in OSM dataset.,PKA,2026-09-06T11:41:48.162730
DOKM,station_code,MEDIUM,OGD station code 'DOKM' not found in OSM dataset.,DOKM,2026-09-06T11:41:48.162730
DHN,station_code,MEDIUM,OGD station code 'DHN' not found in OSM dataset.,DHN,2026-09-06T11:41:48.162730
KDS,station_code,MEDIUM,OGD station code 'KDS' not found in OSM dataset.,KDS,2026-09-06T11:41:48.162730
SZE,station_code,MEDIUM,OGD station code 'SZE' not found in OSM dataset.,SZE,2026-09-06T11:41:48.162730
TNO,station_code,MEDIUM,OGD station code 'TNO' not found in OSM dataset.,TNO,2026-09-06T11:41:48.162730
BDQ,station_code,MEDIUM,OGD station code 'BDQ' not found in OSM dataset.,BDQ,2026-09-06T11:41:48.162730
PLJE,station_code,MEDIUM,OGD station code 'PLJE' not found in OSM dataset.,PLJE,2026-09-06T11:41:48.162730
JSME,station_code,MEDIUM,OGD station code 'JSME' not found in OSM dataset.,JSME,2026-09-06T11:41:48.162730
ANVT,station_code,MEDIUM,OGD station code 'ANVT' not found in OSM dataset.,ANVT,2026-09-06T11:41:48.162730
GZB,station_code,MEDIUM,OGD station code 'GZB' not found in OSM dataset.,GZB,2026-09-06T11:41:48.162730
MTC,station_code,MEDIUM,OGD station code 'MTC' not found in OSM dataset.,MTC,2026-09-06T11:41:48.162730
MOZ,station_code,MEDIUM,OGD station code 'MOZ' not found in OSM dataset.,MOZ,2026-09-06T11:41:48.162730
SRE,station_code,MEDIUM,OGD station code 'SRE' not found in OSM dataset.,SRE,2026-09-06T11:41:48.162730
YJUD,station_code,MEDIUM,OGD station code 'YJUD' not found in OSM dataset.,YJUD,2026-09-06T11:41:48.162730
JRC,station_code,MEDIUM,OGD station code 'JRC' not found in OSM dataset.,JRC,2026-09-06T11:41:48.168030
PTKC,station_code,MEDIUM,OGD station code 'PTKC' not found in OSM dataset.,PTKC,2026-09-06T11:41:48.168030
JAT,station_code,MEDIUM,OGD station code 'JAT' not found in OSM dataset.,JAT,2026-09-06T11:41:48.168030
UHP,station_code,MEDIUM,OGD station code 'UHP' not found in OSM dataset.,UHP,2026-09-06T11:41:48.168030
DLI,station_code,MEDIUM,OGD station code 'DLI' not found in OSM dataset.,DLI,2026-09-06T11:41:48.168030
BSR,station_code,MEDIUM,OGD station code 'BSR' not found in OSM dataset.,BSR,2026-09-06T11:41:48.168030
KOTA,station_name,LOW,Name matched by fuzzy substring (OGD='Kota' ~ OSM='Pudukkotai'); verify manually.,,2026-09-06T11:41:48.168030
NZM,station_code,MEDIUM,OGD station code 'NZM' not found in OSM dataset.,NZM,2026-09-06T11:41:48.168030
BKN,station_code,MEDIUM,OGD station code 'BKN' not found in OSM dataset.,BKN,2026-09-06T11:41:48.168030
NPS,station_code,MEDIUM,OGD station code 'NPS' not found in OSM dataset.,NPS,2026-09-06T11:41:48.168030
SDF,station_code,MEDIUM,OGD station code 'SDF' not found in OSM dataset.,SDF,2026-09-06T11:41:48.168030
SDGH,station_code,MEDIUM,OGD station code 'SDGH' not found in OSM dataset.,SDGH,2026-09-06T11:41:48.168030
RJR,station_code,MEDIUM,OGD station code 'RJR' not found in OSM dataset.,RJR,2026-09-06T11:41:48.168030
RTGH,station_code,MEDIUM,OGD station code 'RTGH' not found in OSM dataset.,RTGH,2026-09-06T11:41:48.168030
CUR,station_code,MEDIUM,OGD station code 'CUR' not found in OSM dataset.,CUR,2026-09-06T11:41:48.168030
SDLP,station_code,MEDIUM,OGD station code 'SDLP' not found in OSM dataset.,SDLP,2026-09-06T11:41:48.168030
LHU,station_code,MEDIUM,OGD station code 'LHU' not found in OSM dataset.,LHU,2026-09-06T11:41:48.168030
MHRG,station_code,MEDIUM,OGD station code 'MHRG' not found in OSM dataset.,MHRG,2026-09-06T11:41:48.168030
RE,station_code,MEDIUM,OGD station code 'RE' not found in OSM dataset.,RE,2026-09-06T11:41:48.168030
DSA,station_code,MEDIUM,OGD station code 'DSA' not found in OSM dataset.,DSA,2026-09-06T11:41:48.168030
SMQL,station_code,MEDIUM,OGD station code 'SMQL' not found in OSM dataset.,SMQL,2026-09-06T11:41:48.168030
TPZ,station_code,MEDIUM,OGD station code 'TPZ' not found in OSM dataset.,TPZ,2026-09-06T11:41:48.168030
RK,station_code,MEDIUM,OGD station code 'RK' not found in OSM dataset.,RK,2026-09-06T11:41:48.168030
HW,station_code,MEDIUM,OGD station code 'HW' not found in OSM dataset.,HW,2026-09-06T11:41:48.168030
HMH,station_code,MEDIUM,OGD station code 'HMH' not found in OSM dataset.,HMH,2026-09-06T11:41:48.168030
JRKN,station_code,MEDIUM,OGD station code 'JRKN' not found in OSM dataset.,JRKN,2026-09-06T11:41:48.168030
HLW,station_code,MEDIUM,OGD station code 'HLW' not found in OSM dataset.,HLW,2026-09-06T11:41:48.168030
DPK,station_code,MEDIUM,OGD station code 'DPK' not found in OSM dataset.,DPK,2026-09-06T11:41:48.168030
BUGL,station_code,MEDIUM,OGD station code 'BUGL' not found in OSM dataset.,BUGL,2026-09-06T11:41:48.168030
BDSW,station_code,MEDIUM,OGD station code 'BDSW' not found in OSM dataset.,BDSW,2026-09-06T11:41:48.168030
SDS,station_code,MEDIUM,OGD station code 'SDS' not found in OSM dataset.,SDS,2026-09-06T11:41:48.168030
FSW,station_code,MEDIUM,OGD station code 'FSW' not found in OSM dataset.,FSW,2026-09-06T11:41:48.168030
BWC,station_code,MEDIUM,OGD station code 'BWC' not found in OSM dataset.,BWC,2026-09-06T11:41:48.168030
SGNR,station_code,MEDIUM,OGD station code 'SGNR' not found in OSM dataset.,SGNR,2026-09-06T11:41:48.168030
NRWI,station_code,MEDIUM,OGD station code 'NRWI' not found in OSM dataset.,NRWI,2026-09-06T11:41:48.168030
SDMK,station_code,MEDIUM,OGD station code 'SDMK' not found in OSM dataset.,SDMK,2026-09-06T11:41:48.168030
AUS,station_code,MEDIUM,OGD station code 'AUS' not found in OSM dataset.,AUS,2026-09-06T11:41:48.168030
TSD,station_code,MEDIUM,OGD station code 'TSD' not found in OSM dataset.,TSD,2026-09-06T11:41:48.168030
GAMI,station_code,MEDIUM,OGD station code 'GAMI' not found in OSM dataset.,GAMI,2026-09-06T11:41:48.168030
DPLN,station_code,MEDIUM,OGD station code 'DPLN' not found in OSM dataset.,DPLN,2026-09-06T11:41:48.168030
NHR,station_code,MEDIUM,OGD station code 'NHR' not found in OSM dataset.,NHR,2026-09-06T11:41:48.168030
KNNA,station_code,MEDIUM,OGD station code 'KNNA' not found in OSM dataset.,KNNA,2026-09-06T11:41:48.168030
ENB,station_code,MEDIUM,OGD station code 'ENB' not found in OSM dataset.,ENB,2026-09-06T11:41:48.168030
TLI,station_code,MEDIUM,OGD station code 'TLI' not found in OSM dataset.,TLI,2026-09-06T11:41:48.168030
TIBI,station_code,MEDIUM,OGD station code 'TIBI' not found in OSM dataset.,TIBI,2026-09-06T11:41:48.168030
SRKN,station_code,MEDIUM,OGD station code 'SRKN' not found in OSM dataset.,SRKN,2026-09-06T11:41:48.168030
HMO,station_code,MEDIUM,OGD station code 'HMO' not found in OSM dataset.,HMO,2026-09-06T11:41:48.168030
PRUR,station_code,MEDIUM,OGD station code 'PRUR' not found in OSM dataset.,PRUR,2026-09-06T11:41:48.168030
KESR,station_code,MEDIUM,OGD station code 'KESR' not found in OSM dataset.,KESR,2026-09-06T11:41:48.168030
DPT,station_code,MEDIUM,OGD station code 'DPT' not found in OSM dataset.,DPT,2026-09-06T11:41:48.168030
SRW,station_code,MEDIUM,OGD station code 'SRW' not found in OSM dataset.,SRW,2026-09-06T11:41:48.168030
ZPR,station_code,MEDIUM,OGD station code 'ZPR' not found in OSM dataset.,ZPR,2026-09-06T11:41:48.168030
GJS,station_code,MEDIUM,OGD station code 'GJS' not found in OSM dataset.,GJS,2026-09-06T11:41:48.168030
RSNR,station_code,MEDIUM,OGD station code 'RSNR' not found in OSM dataset.,RSNR,2026-09-06T11:41:48.168030
MNGR,station_code,MEDIUM,OGD station code 'MNGR' not found in OSM dataset.,MNGR,2026-09-06T11:41:48.168030
MSWA,station_code,MEDIUM,OGD station code 'MSWA' not found in OSM dataset.,MSWA,2026-09-06T11:41:48.168030
BUGY,station_code,MEDIUM,OGD station code 'BUGY' not found in OSM dataset.,BUGY,2026-09-06T11:41:48.168030
JES,station_code,MEDIUM,OGD station code 'JES' not found in OSM dataset.,JES,2026-09-06T11:41:48.168030
SRPR,station_code,MEDIUM,OGD station code 'SRPR' not found in OSM dataset.,SRPR,2026-09-06T11:41:48.168030
SRZ,station_code,MEDIUM,OGD station code 'SRZ' not found in OSM dataset.,SRZ,2026-09-06T11:41:48.173120
BNSR,station_code,MEDIUM,OGD station code 'BNSR' not found in OSM dataset.,BNSR,2026-09-06T11:41:48.173120
SOG,station_code,MEDIUM,OGD station code 'SOG' not found in OSM dataset.,SOG,2026-09-06T11:41:48.173120
PBC,station_code,MEDIUM,OGD station code 'PBC' not found in OSM dataset.,PBC,2026-09-06T11:41:48.173120
BIDD,station_code,MEDIUM,OGD station code 'BIDD' not found in OSM dataset.,BIDD,2026-09-06T11:41:48.173120
MKN,station_code,MEDIUM,OGD station code 'MKN' not found in OSM dataset.,MKN,2026-09-06T11:41:48.173120
JU,station_code,MEDIUM,OGD station code 'JU' not found in OSM dataset.,JU,2026-09-06T11:41:48.173120
GOTN,station_code,MEDIUM,OGD station code 'GOTN' not found in OSM dataset.,GOTN,2026-09-06T11:41:48.173120
MTD,station_code,MEDIUM,OGD station code 'MTD' not found in OSM dataset.,MTD,2026-09-06T11:41:48.173120
DNA,station_code,MEDIUM,OGD station code 'DNA' not found in OSM dataset.,DNA,2026-09-06T11:41:48.173120
KHTU,station_code,MEDIUM,OGD station code 'KHTU' not found in OSM dataset.,KHTU,2026-09-06T11:41:48.173120
CTKT,station_code,MEDIUM,OGD station code 'CTKT' not found in OSM dataset.,CTKT,2026-09-06T11:41:48.173120
DIA,station_code,MEDIUM,OGD station code 'DIA' not found in OSM dataset.,DIA,2026-09-06T11:41:48.173120
LAU,station_code,MEDIUM,OGD station code 'LAU' not found in OSM dataset.,LAU,2026-09-06T11:41:48.173120
SUJH,station_code,MEDIUM,OGD station code 'SUJH' not found in OSM dataset.,SUJH,2026-09-06T11:41:48.173120
SWNI,station_code,MEDIUM,OGD station code 'SWNI' not found in OSM dataset.,SWNI,2026-09-06T11:41:48.173120
DUI,station_code,MEDIUM,OGD station code 'DUI' not found in OSM dataset.,DUI,2026-09-06T11:41:48.175020
RPJ,station_code,MEDIUM,OGD station code 'RPJ' not found in OSM dataset.,RPJ,2026-09-06T11:41:48.175020
JUDW,station_code,MEDIUM,OGD station code 'JUDW' not found in OSM dataset.,JUDW,2026-09-06T11:41:48.175322
JWP,station_code,MEDIUM,OGD station code 'JWP' not found in OSM dataset.,JWP,2026-09-06T11:41:48.175322
KQW,station_code,MEDIUM,OGD station code 'KQW' not found in OSM dataset.,KQW,2026-09-06T11:41:48.175322
REN,station_code,MEDIUM,OGD station code 'REN' not found in OSM dataset.,REN,2026-09-06T11:41:48.175322
JAC,station_code,MEDIUM,OGD station code 'JAC' not found in OSM dataset.,JAC,2026-09-06T11:41:48.175322
JACN,station_code,MEDIUM,OGD station code 'JACN' not found in OSM dataset.,JACN,2026-09-06T11:41:48.175322
KRC,station_code,MEDIUM,OGD station code 'KRC' not found in OSM dataset.,KRC,2026-09-06T11:41:48.175322
PW,station_code,MEDIUM,OGD station code 'PW' not found in OSM dataset.,PW,2026-09-06T11:41:48.175322
KKNA,station_code,MEDIUM,OGD station code 'KKNA' not found in OSM dataset.,KKNA,2026-09-06T11:41:48.175322
MBSK,station_code,MEDIUM,OGD station code 'MBSK' not found in OSM dataset.,MBSK,2026-09-06T11:41:48.175322
SVO,station_code,MEDIUM,OGD station code 'SVO' not found in OSM dataset.,SVO,2026-09-06T11:41:48.175322
BLSD,station_code,MEDIUM,OGD station code 'BLSD' not found in OSM dataset.,BLSD,2026-09-06T11:41:48.175322
TLC,station_code,MEDIUM,OGD station code 'TLC' not found in OSM dataset.,TLC,2026-09-06T11:41:48.175322
PIH,station_code,MEDIUM,OGD station code 'PIH' not found in OSM dataset.,PIH,2026-09-06T11:41:48.175322
LOHA,station_code,MEDIUM,OGD station code 'LOHA' not found in OSM dataset.,LOHA,2026-09-06T11:41:48.175322
MIO,station_code,MEDIUM,OGD station code 'MIO' not found in OSM dataset.,MIO,2026-09-06T11:41:48.175322
SMNN,station_code,MEDIUM,OGD station code 'SMNN' not found in OSM dataset.,SMNN,2026-09-06T11:41:48.175322
JOH,station_code,MEDIUM,OGD station code 'JOH' not found in OSM dataset.,JOH,2026-09-06T11:41:48.175322
DEP,station_code,MEDIUM,OGD station code 'DEP' not found in OSM dataset.,DEP,2026-09-06T11:41:48.175322
PKY,station_code,MEDIUM,OGD station code 'PKY' not found in OSM dataset.,PKY,2026-09-06T11:41:48.175322
SSW,station_code,MEDIUM,OGD station code 'SSW' not found in OSM dataset.,SSW,2026-09-06T11:41:48.175322
KNZ,station_code,MEDIUM,OGD station code 'KNZ' not found in OSM dataset.,KNZ,2026-09-06T11:41:48.175322
DZP,station_code,MEDIUM,OGD station code 'DZP' not found in OSM dataset.,DZP,2026-09-06T11:41:48.175322
MFB,station_code,MEDIUM,OGD station code 'MFB' not found in OSM dataset.,MFB,2026-09-06T11:41:48.175322
RAA,station_code,MEDIUM,OGD station code 'RAA' not found in OSM dataset.,RAA,2026-09-06T11:41:48.175322
TDW,station_code,MEDIUM,OGD station code 'TDW' not found in OSM dataset.,TDW,2026-09-06T11:41:48.175322
KES,station_code,MEDIUM,OGD station code 'KES' not found in OSM dataset.,KES,2026-09-06T11:41:48.175322
DOKY,station_code,MEDIUM,OGD station code 'DOKY' not found in OSM dataset.,DOKY,2026-09-06T11:41:48.175322
PTK,station_code,MEDIUM,OGD station code 'PTK' not found in OSM dataset.,PTK,2026-09-06T11:41:48.175322
BHRL,station_code,MEDIUM,OGD station code 'BHRL' not found in OSM dataset.,BHRL,2026-09-06T11:41:48.175322
SJNP,station_code,MEDIUM,OGD station code 'SJNP' not found in OSM dataset.,SJNP,2026-09-06T11:41:48.175322
MDPB,station_code,MEDIUM,OGD station code 'MDPB' not found in OSM dataset.,MDPB,2026-09-06T11:41:48.175322
KTHU,station_code,MEDIUM,OGD station code 'KTHU' not found in OSM dataset.,KTHU,2026-09-06T11:41:48.175322
BDHY,station_code,MEDIUM,OGD station code 'BDHY' not found in OSM dataset.,BDHY,2026-09-06T11:41:48.175322
CHNR,station_code,MEDIUM,OGD station code 'CHNR' not found in OSM dataset.,CHNR,2026-09-06T11:41:48.175322
CKDL,station_code,MEDIUM,OGD station code 'CKDL' not found in OSM dataset.,CKDL,2026-09-06T11:41:48.175322
HRNR,station_code,MEDIUM,OGD station code 'HRNR' not found in OSM dataset.,HRNR,2026-09-06T11:41:48.175322
GHGL,station_code,MEDIUM,OGD station code 'GHGL' not found in OSM dataset.,GHGL,2026-09-06T11:41:48.175322
SMBX,station_code,MEDIUM,OGD station code 'SMBX' not found in OSM dataset.,SMBX,2026-09-06T11:41:48.175322
VJPJ,station_code,MEDIUM,OGD station code 'VJPJ' not found in OSM dataset.,VJPJ,2026-09-06T11:41:48.175322
BBMN,station_code,MEDIUM,OGD station code 'BBMN' not found in OSM dataset.,BBMN,2026-09-06T11:41:48.175322
GKP,station_code,MEDIUM,OGD station code 'GKP' not found in OSM dataset.,GKP,2026-09-06T11:41:48.175322
ANDN,station_code,MEDIUM,OGD station code 'ANDN' not found in OSM dataset.,ANDN,2026-09-06T11:41:48.175322
NUH,station_code,MEDIUM,OGD station code 'NUH' not found in OSM dataset.,NUH,2026-09-06T11:41:48.175322
BNY,station_code,MEDIUM,OGD station code 'BNY' not found in OSM dataset.,BNY,2026-09-06T11:41:48.175322
CPR,station_code,MEDIUM,OGD station code 'CPR' not found in OSM dataset.,CPR,2026-09-06T11:41:48.175322
SV,station_code,MEDIUM,OGD station code 'SV' not found in OSM dataset.,SV,2026-09-06T11:41:48.175322
THE,station_code,MEDIUM,OGD station code 'THE' not found in OSM dataset.,THE,2026-09-06T11:41:48.175322
TOI,station_code,MEDIUM,OGD station code 'TOI' not found in OSM dataset.,TOI,2026-09-06T11:41:48.175322
DUE,station_code,MEDIUM,OGD station code 'DUE' not found in OSM dataset.,DUE,2026-09-06T11:41:48.175322
POU,station_code,MEDIUM,OGD station code 'POU' not found in OSM dataset.,POU,2026-09-06T11:41:48.175322
RKL,station_code,MEDIUM,OGD station code 'RKL' not found in OSM dataset.,RKL,2026-09-06T11:41:48.175322
CPJ,station_code,MEDIUM,OGD station code 'CPJ' not found in OSM dataset.,CPJ,2026-09-06T11:41:48.175322
BST,station_code,MEDIUM,OGD station code 'BST' not found in OSM dataset.,BST,2026-09-06T11:41:48.175322
MUR,station_code,MEDIUM,OGD station code 'MUR' not found in OSM dataset.,MUR,2026-09-06T11:41:48.175322
GD,station_code,MEDIUM,OGD station code 'GD' not found in OSM dataset.,GD,2026-09-06T11:41:48.175322
BNZ,station_code,MEDIUM,OGD station code 'BNZ' not found in OSM dataset.,BNZ,2026-09-06T11:41:48.175322
LJN,station_code,MEDIUM,OGD station code 'LJN' not found in OSM dataset.,LJN,2026-09-06T11:41:48.175322
KLD,station_code,MEDIUM,OGD station code 'KLD' not found in OSM dataset.,KLD,2026-09-06T11:41:48.175322
CPA,station_code,MEDIUM,OGD station code 'CPA' not found in OSM dataset.,CPA,2026-09-06T11:41:48.175322
RPO,station_code,MEDIUM,OGD station code 'RPO' not found in OSM dataset.,RPO,2026-09-06T11:41:48.175322
KAP,station_code,MEDIUM,OGD station code 'KAP' not found in OSM dataset.,KAP,2026-09-06T11:41:48.175322
BJR,station_code,MEDIUM,OGD station code 'BJR' not found in OSM dataset.,BJR,2026-09-06T11:41:48.175322
BLU,station_code,MEDIUM,OGD station code 'BLU' not found in OSM dataset.,BLU,2026-09-06T11:41:48.175322
ARL,station_code,MEDIUM,OGD station code 'ARL' not found in OSM dataset.,ARL,2026-09-06T11:41:48.175322
KJN,station_code,MEDIUM,OGD station code 'KJN' not found in OSM dataset.,KJN,2026-09-06T11:41:48.175322
GHJ,station_code,MEDIUM,OGD station code 'GHJ' not found in OSM dataset.,GHJ,2026-09-06T11:41:48.175322
KLJ,station_code,MEDIUM,OGD station code 'KLJ' not found in OSM dataset.,KLJ,2026-09-06T11:41:48.175322
FBD,station_code,MEDIUM,OGD station code 'FBD' not found in OSM dataset.,FBD,2026-09-06T11:41:48.175322
BC,station_code,MEDIUM,OGD station code 'BC' not found in OSM dataset.,BC,2026-09-06T11:41:48.175322
IZN,station_code,MEDIUM,OGD station code 'IZN' not found in OSM dataset.,IZN,2026-09-06T11:41:48.175322
BPR,station_code,MEDIUM,OGD station code 'BPR' not found in OSM dataset.,BPR,2026-09-06T11:41:48.175322
BHI,station_code,MEDIUM,OGD station code 'BHI' not found in OSM dataset.,BHI,2026-09-06T11:41:48.175322
KHH,station_code,MEDIUM,OGD station code 'KHH' not found in OSM dataset.,KHH,2026-09-06T11:41:48.175322
LKU,station_code,MEDIUM,OGD station code 'LKU' not found in OSM dataset.,LKU,2026-09-06T11:41:48.175322
JMP,station_code,MEDIUM,OGD station code 'JMP' not found in OSM dataset.,JMP,2026-09-06T11:41:48.183009
MGR,station_code,MEDIUM,OGD station code 'MGR' not found in OSM dataset.,MGR,2026-09-06T11:41:48.183009
SBDP,station_code,MEDIUM,OGD station code 'SBDP' not found in OSM dataset.,SBDP,2026-09-06T11:41:48.183009
UMNR,station_code,MEDIUM,OGD station code 'UMNR' not found in OSM dataset.,UMNR,2026-09-06T11:41:48.183009
KGG,station_code,MEDIUM,OGD station code 'KGG' not found in OSM dataset.,KGG,2026-09-06T11:41:48.183009
MNE,station_code,MEDIUM,OGD station code 'MNE' not found in OSM dataset.,MNE,2026-09-06T11:41:48.183009
BHB,station_code,MEDIUM,OGD station code 'BHB' not found in OSM dataset.,BHB,2026-09-06T11:41:48.183009
DHT,station_code,MEDIUM,OGD station code 'DHT' not found in OSM dataset.,DHT,2026-09-06T11:41:48.183009
KFA,station_code,MEDIUM,OGD station code 'KFA' not found in OSM dataset.,KFA,2026-09-06T11:41:48.183009
SBV,station_code,MEDIUM,OGD station code 'SBV' not found in OSM dataset.,SBV,2026-09-06T11:41:48.183009
SBM,station_code,MEDIUM,OGD station code 'SBM' not found in OSM dataset.,SBM,2026-09-06T11:41:48.183009
JLWC,station_code,MEDIUM,OGD station code 'JLWC' not found in OSM dataset.,JLWC,2026-09-06T11:41:48.183009
JLF,station_code,MEDIUM,OGD station code 'JLF' not found in OSM dataset.,JLF,2026-09-06T11:41:48.183009
RMA,station_code,MEDIUM,OGD station code 'RMA' not found in OSM dataset.,RMA,2026-09-06T11:41:48.183009
MKX,station_code,MEDIUM,OGD station code 'MKX' not found in OSM dataset.,MKX,2026-09-06T11:41:48.183009
KIW,station_code,MEDIUM,OGD station code 'KIW' not found in OSM dataset.,KIW,2026-09-06T11:41:48.183009
DARA,station_name,LOW,Name matched by fuzzy substring (OGD='Dara' ~ OSM='Vedaranniyam'); verify manually.,,2026-09-06T11:41:48.183009
RDT,station_code,MEDIUM,OGD station code 'RDT' not found in OSM dataset.,RDT,2026-09-06T11:41:48.183009
