task_id,severity_class,overdue_days,traffic_density_class,deferred_count,actual_priority_rank
SMMS_TASK_012668,B,16,Critical Peak,4,75.15
TDMS_TASK_022536,C,11,Medium,2,39.65
SMMS_TASK_021941,C,42,Critical Peak,3,77.75
SMMS_TASK_018976,B,1,Medium,0,31.92
TDMS_TASK_001385,B,31,High,1,67.91
TDMS_TASK_016880,A,39,High,1,92.61
SMMS_TASK_015196,C,38,High,3,66.93
TMS_TASK_004099,B,10,Medium,0,40.31
SMMS_TASK_022244,B,6,Low,1,40.4
TDMS_TASK_016308,B,13,Critical Peak,0,52.1
TDMS_TASK_004964,C,10,Critical Peak,4,53.44
TMS_TASK_011772,B,13,Critical Peak,1,57.3
SMMS_TASK_001434,B,27,Low,5,81.15
TDMS_TASK_004901,A,39,Low,2,88.63
TMS_TASK_002671,B,2,High,0,35.88
TMS_TASK_002013,B,34,Critical Peak,3,89.18
TMS_TASK_006549,B,19,Low,5,73.65
TDMS_TASK_008386,B,33,Medium,0,66.82
SMMS_TASK_010588,C,38,Critical Peak,5,81.57
SMMS_TASK_018607,A,8,Low,1,60.62
SMMS_TASK_014762,B,20,High,3,67.07
TMS_TASK_022179,A,13,Low,3,77.63
TDMS_TASK_010070,B,28,High,2,70.71
TMS_TASK_010118,C,26,Low,0,42.54
TMS_TASK_024092,B,39,Critical Peak,3,87.83
TDMS_TASK_010292,B,10,High,4,65.22
SMMS_TASK_013151,B,37,Low,2,74.85
TDMS_TASK_017926,A,39,Low,0,82.09
SMMS_TASK_011089,C,37,Medium,4,69.13
TMS_TASK_009255,B,0,Low,3,44.5
TMS_TASK_019351,A,31,Critical Peak,2,100.0
SMMS_TASK_023744,B,3,Critical Peak,1,47.23
SMMS_TASK_018019,A,18,High,4,93.21
SMMS_TASK_016997,C,14,Critical Peak,3,53.21
SMMS_TASK_016396,B,8,High,1,46.9
SMMS_TASK_014199,A,39,Critical Peak,2,98.91
TMS_TASK_014429,A,33,Medium,2,95.1
TDMS_TASK_020269,A,37,High,0,86.52
SMMS_TASK_007165,C,43,Critical Peak,4,80.68
TDMS_TASK_019227,B,37,Critical Peak,0,76.59
SMMS_TASK_015411,A,13,Low,2,77.45
SMMS_TASK_020958,B,2,High,1,39.42
TDMS_TASK_004905,B,13,High,0,45.15
TMS_TASK_011803,B,39,Critical Peak,2,81.01
TDMS_TASK_020251,B,14,Critical Peak,5,77.24
SMMS_TASK_000562,C,11,Medium,3,38.78
TMS_TASK_022343,C,19,Critical Peak,2,57.52
TMS_TASK_003255,B,0,Low,3,42.46
TDMS_TASK_015410,B,43,Low,5,87.97
SMMS_TASK_014454,C,31,Critical Peak,5,77.34
SMMS_TASK_005612,A,28,Medium,0,85.26
SMMS_TASK_009959,B,29,Medium,0,63.13
SMMS_TASK_023329,B,11,High,3,62.65
SMMS_TASK_020625,B,44,Critical Peak,0,73.86
TMS_TASK_015442,B,23,Low,3,68.91
TDMS_TASK_021167,B,4,Medium,4,55.81
SMMS_TASK_010954,A,39,Medium,2,92.46
TMS_TASK_017175,C,21,Critical Peak,2,56.24
SMMS_TASK_007429,A,9,Medium,4,74.28
TMS_TASK_003439,B,39,High,4,82.83
SMMS_TASK_012194,A,25,Low,3,87.21
TMS_TASK_004630,B,1,Critical Peak,2,54.57
TDMS_TASK_008216,B,26,Medium,2,67.9
SMMS_TASK_022707,B,1,Critical Peak,5,65.81
SMMS_TASK_010881,B,20,Medium,1,55.52
TDMS_TASK_014272,C,12,Medium,3,44.21
SMMS_TASK_017373,A,2,Medium,3,67.17
TDMS_TASK_011841,C,41,Critical Peak,1,62.07
TDMS_TASK_024366,B,26,Medium,5,80.68
TMS_TASK_029015,C,22,Low,5,60.31
TMS_TASK_019938,B,25,Critical Peak,1,67.91
SMMS_TASK_005997,C,17,Critical Peak,4,63.8
SMMS_TASK_009162,A,14,Low,1,73.18
TMS_TASK_009923,B,40,Critical Peak,2,81.91
TDMS_TASK_009349,A,31,Medium,0,81.12
TMS_TASK_004217,C,27,Low,5,68.08
TMS_TASK_010242,A,31,Critical Peak,1,99.91
TMS_TASK_028295,A,43,Medium,5,100.0
SMMS_TASK_007730,A,5,Medium,0,57.14
TDMS_TASK_006122,B,25,High,3,72.17
TMS_TASK_004336,C,20,Medium,1,44.73
TDMS_TASK_002795,A,10,High,4,86.82
TMS_TASK_002087,A,42,Low,3,98.36
SMMS_TASK_019172,B,1,High,4,52.95
TMS_TASK_022397,C,5,Medium,0,26.0
SMMS_TASK_012343,B,3,Medium,3,45.83
TMS_TASK_017077,C,31,Critical Peak,0,57.35
SMMS_TASK_004660,B,36,Low,2,71.27
TMS_TASK_013029,A,37,High,1,92.07
TMS_TASK_008893,B,28,Low,4,81.8
TDMS_TASK_017790,C,10,High,4,47.7
TDMS_TASK_012357,A,22,Critical Peak,5,100.0
TDMS_TASK_017652,C,35,High,5,74.02
TDMS_TASK_024890,A,17,Critical Peak,4,96.95
SMMS_TASK_009778,B,29,Low,2,72.77
SMMS_TASK_001320,B,13,High,5,73.4
SMMS_TASK_014710,C,12,Low,4,39.4
SMMS_TASK_012087,A,31,Medium,4,99.71
TMS_TASK_016091,A,15,Medium,3,84.75
TMS_TASK_019958,B,29,Critical Peak,1,78.87
SMMS_TASK_008674,A,33,High,0,86.76
TMS_TASK_000002,B,10,Medium,5,66.46
TMS_TASK_008505,A,21,High,3,91.39
SMMS_TASK_018472,B,15,Critical Peak,2,64.9
TDMS_TASK_022866,B,6,Critical Peak,2,56.28
TMS_TASK_001411,B,0,Low,5,51.01
SMMS_TASK_022223,B,31,Medium,4,86.51
SMMS_TASK_011634,B,10,Medium,0,49.02
TMS_TASK_025544,C,3,Low,0,16.41
TDMS_TASK_005942,A,40,Medium,1,90.34
TMS_TASK_023490,A,41,Low,1,90.13
SMMS_TASK_024471,B,37,Low,2,68.88
TMS_TASK_025738,A,5,High,0,60.7
TDMS_TASK_015704,A,38,High,1,95.22
TDMS_TASK_021565,B,42,Critical Peak,3,85.8
TMS_TASK_024650,C,2,High,5,53.31
TDMS_TASK_011352,A,0,Medium,2,62.35
TMS_TASK_019189,A,28,Medium,3,94.7
TDMS_TASK_012431,B,29,Medium,1,67.41
SMMS_TASK_015907,A,27,Critical Peak,5,100.0
TMS_TASK_001658,C,6,High,5,49.62
TMS_TASK_029912,B,29,High,0,61.71
SMMS_TASK_003287,C,12,Low,4,42.56
TDMS_TASK_017946,B,11,Critical Peak,1,55.37
TDMS_TASK_010542,B,41,High,4,85.14
TMS_TASK_001158,B,43,Low,2,72.47
SMMS_TASK_008734,C,44,Critical Peak,2,62.29
TMS_TASK_023050,A,20,Medium,1,80.99
TDMS_TASK_000400,C,34,Critical Peak,4,75.58
TMS_TASK_006653,C,3,High,0,24.99
TDMS_TASK_023515,A,27,Low,0,76.63
SMMS_TASK_008634,B,29,Medium,1,64.09
SMMS_TASK_009936,B,31,Medium,2,70.66
SMMS_TASK_020007,C,1,Medium,5,37.6
TMS_TASK_017461,A,43,Low,2,91.53
TMS_TASK_027123,C,28,High,4,67.42
TDMS_TASK_006909,C,7,Critical Peak,2,40.75
TMS_TASK_008413,C,1,Low,0,16.81
SMMS_TASK_009961,B,30,High,3,80.13
TMS_TASK_021488,C,4,High,2,30.11
TMS_TASK_011827,B,32,Low,0,67.31
SMMS_TASK_018905,B,16,Low,4,67.23
SMMS_TASK_012117,B,20,High,4,72.62
TMS_TASK_021877,C,15,Low,3,45.19
TMS_TASK_004770,A,31,High,0,88.98
TMS_TASK_017503,B,6,High,1,43.98
TMS_TASK_017198,A,24,Critical Peak,1,89.41
SMMS_TASK_001862,C,24,Medium,3,55.77
TMS_TASK_017491,B,26,Medium,5,81.97
SMMS_TASK_005973,A,22,Low,2,81.21
TDMS_TASK_009475,B,37,High,1,75.08
TDMS_TASK_002950,B,29,Medium,3,74.18
SMMS_TASK_023887,C,24,Low,2,50.15
TDMS_TASK_000183,B,25,Critical Peak,4,93.07
TDMS_TASK_015624,A,26,Low,5,100.0
SMMS_TASK_006153,B,30,Critical Peak,5,99.22
TDMS_TASK_011958,B,1,Critical Peak,4,56.83
SMMS_TASK_017346,C,42,Critical Peak,4,75.2
TDMS_TASK_003788,B,0,Critical Peak,1,43.55
TMS_TASK_024729,B,4,Low,1,45.28
TMS_TASK_007545,A,27,Critical Peak,3,96.31
TMS_TASK_027218,C,32,Medium,1,48.84
TMS_TASK_003936,B,33,Medium,5,90.88
TMS_TASK_024420,B,22,High,2,66.25
SMMS_TASK_015383,C,18,High,3,57.45
TMS_TASK_011682,A,15,High,1,78.23
SMMS_TASK_013091,A,27,Critical Peak,4,100.0
SMMS_TASK_018868,B,5,Critical Peak,1,48.61
SMMS_TASK_022764,A,29,Critical Peak,5,100.0
TMS_TASK_000049,B,32,High,2,81.58
TDMS_TASK_004401,A,7,High,4,77.55
TDMS_TASK_014265,B,5,Low,2,42.44
TMS_TASK_016674,B,37,High,1,70.77
TDMS_TASK_016700,B,26,Medium,1,58.31
TMS_TASK_011389,B,32,Low,3,77.85
TDMS_TASK_023891,C,14,Medium,5,55.35
SMMS_TASK_017633,A,16,Low,2,75.71
TMS_TASK_010357,B,12,High,1,49.86
TDMS_TASK_005340,A,4,Critical Peak,2,74.66
TDMS_TASK_006145,C,5,High,4,42.41
TDMS_TASK_001196,B,32,High,2,83.68
TDMS_TASK_020889,B,39,Low,3,73.55
TMS_TASK_024681,B,42,High,5,91.66
SMMS_TASK_009004,C,21,Low,2,45.68
TDMS_TASK_021266,B,4,Medium,4,54.52
TDMS_TASK_021549,B,28,High,3,81.98
TMS_TASK_027457,B,33,High,0,67.8
TMS_TASK_029833,B,13,Medium,2,50.54
TDMS_TASK_006935,B,39,High,0,67.62
SMMS_TASK_021677,B,17,Low,1,59.5
TDMS_TASK_018523,B,44,Medium,4,81.13
TMS_TASK_026160,A,5,Low,2,67.01
TMS_TASK_014455,C,18,Low,5,53.95
TDMS_TASK_002731,C,30,Critical Peak,2,67.22
TMS_TASK_010394,A,27,High,3,98.46
TMS_TASK_001719,B,41,Low,1,69.34
TDMS_TASK_016143,B,18,Medium,1,50.68
SMMS_TASK_014050,A,29,Medium,1,82.82
TDMS_TASK_001638,C,24,High,5,67.03
SMMS_TASK_012402,B,40,High,2,78.24
SMMS_TASK_019331,C,9,Medium,5,48.08
SMMS_TASK_022524,C,0,High,2,29.18
SMMS_TASK_018221,B,9,Medium,3,52.76
TDMS_TASK_008945,B,27,Low,3,76.11
TMS_TASK_013547,A,23,Low,0,77.14
TDMS_TASK_001615,A,4,High,5,86.42
TDMS_TASK_024808,A,32,Critical Peak,0,92.09
TDMS_TASK_012873,A,3,Critical Peak,4,84.37
SMMS_TASK_008995,B,41,Medium,3,78.12
SMMS_TASK_001669,B,42,Low,4,81.74
TMS_TASK_014143,A,41,Medium,1,82.29
TMS_TASK_007603,C,41,Critical Peak,3,70.96
SMMS_TASK_000266,B,5,High,0,38.11
SMMS_TASK_020335,B,36,Medium,0,62.19
TMS_TASK_018075,B,27,Medium,1,62.47
TMS_TASK_000371,A,22,Critical Peak,5,100.0
SMMS_TASK_019965,B,29,Critical Peak,3,83.98
SMMS_TASK_003480,A,24,Medium,4,95.41
SMMS_TASK_002245,B,33,Low,2,63.28
SMMS_TASK_008312,A,30,Low,4,100.0
TDMS_TASK_010483,B,13,Low,0,45.3
SMMS_TASK_012231,C,36,High,5,77.43
TMS_TASK_012020,B,14,High,3,64.46
SMMS_TASK_016870,B,30,Low,2,73.74
TMS_TASK_010186,B,15,Critical Peak,2,61.49
TDMS_TASK_002544,A,2,Critical Peak,0,64.7
SMMS_TASK_000114,B,33,Low,2,71.34
TDMS_TASK_022330,B,8,High,0,42.42
TDMS_TASK_021148,C,9,Critical Peak,1,41.85
TMS_TASK_025399,A,30,Medium,2,91.66
TMS_TASK_010870,B,14,Medium,4,60.56
SMMS_TASK_012088,B,23,Medium,0,58.27
TDMS_TASK_010431,B,17,Medium,5,68.37
TDMS_TASK_024911,A,4,Low,2,59.53
SMMS_TASK_004542,A,4,High,2,70.58
SMMS_TASK_001091,B,23,Low,3,66.38
TDMS_TASK_022286,B,38,High,1,69.37
TMS_TASK_013443,B,31,High,5,92.99
TMS_TASK_014527,C,27,Low,1,46.8
TMS_TASK_026341,B,23,Low,4,77.97
TMS_TASK_010597,A,28,Medium,5,100.0
TDMS_TASK_012148,C,7,Low,5,48.81
TMS_TASK_002602,C,42,Critical Peak,5,85.13
TDMS_TASK_023052,B,21,Medium,4,68.76
TMS_TASK_024336,B,30,Medium,4,90.35
TMS_TASK_027691,B,14,Medium,4,65.89
TMS_TASK_007020,B,1,Medium,2,37.99
TDMS_TASK_023553,B,32,Critical Peak,4,86.17
TMS_TASK_001426,C,17,Low,4,48.39
TDMS_TASK_005735,A,12,Critical Peak,0,65.77
TDMS_TASK_003199,A,23,Critical Peak,4,100.0
TDMS_TASK_001339,B,6,High,3,54.88
TDMS_TASK_020254,B,18,High,0,57.35
TDMS_TASK_008111,C,28,High,2,57.74
SMMS_TASK_002755,B,44,Low,5,88.23
SMMS_TASK_007623,B,28,Low,4,80.4
SMMS_TASK_000699,A,0,High,5,74.27
TMS_TASK_009798,C,7,High,0,26.87
TMS_TASK_026943,C,32,Medium,0,48.34
TMS_TASK_029245,C,15,Critical Peak,4,58.27
TDMS_TASK_023457,C,10,Critical Peak,3,48.43
TMS_TASK_027755,A,0,Critical Peak,1,59.21
SMMS_TASK_000645,A,30,Critical Peak,0,95.74
TMS_TASK_007400,A,18,Low,1,79.48
TDMS_TASK_014571,B,9,Medium,1,45.87
TDMS_TASK_011759,A,21,Medium,3,87.92
TDMS_TASK_012879,B,14,Medium,0,46.51
TDMS_TASK_006635,C,17,Medium,3,45.94
TMS_TASK_011983,C,17,Low,2,43.68
SMMS_TASK_015099,B,8,Critical Peak,3,62.06
TMS_TASK_018656,A,43,Medium,1,83.71
TDMS_TASK_014972,B,44,Critical Peak,3,88.26
TMS_TASK_013646,B,22,High,4,79.14
TDMS_TASK_001636,C,29,Critical Peak,3,68.62
TMS_TASK_025877,B,44,Low,0,63.94
TMS_TASK_021382,C,23,High,0,47.39
TDMS_TASK_022978,C,30,Low,3,60.73
TMS_TASK_021622,B,38,Critical Peak,4,89.35
TDMS_TASK_006804,C,22,Critical Peak,4,70.44
SMMS_TASK_004843,B,11,Medium,2,53.99
TDMS_TASK_018381,B,18,High,4,71.29
TMS_TASK_003682,B,7,Critical Peak,0,47.86
SMMS_TASK_017098,A,21,High,3,92.57
TDMS_TASK_010187,A,19,Critical Peak,4,100.0
TMS_TASK_010597,B,8,Critical Peak,2,61.87
TDMS_TASK_017086,C,35,Low,4,65.05
TMS_TASK_026348,C,18,Low,5,54.37
SMMS_TASK_000091,A,30,Critical Peak,1,94.78
TMS_TASK_013982,C,25,High,4,65.66
TDMS_TASK_005602,B,11,Low,4,59.75
TMS_TASK_005185,A,33,Critical Peak,2,97.5
TMS_TASK_018513,C,16,Medium,0,35.29
TMS_TASK_001279,B,9,Critical Peak,5,73.83
SMMS_TASK_002596,B,28,Critical Peak,1,71.35
TMS_TASK_008148,B,3,Low,1,38.38
SMMS_TASK_011475,B,39,Low,2,72.4
TDMS_TASK_015071,A,36,Critical Peak,1,99.88
SMMS_TASK_008965,B,32,Low,5,85.93
SMMS_TASK_019869,B,22,Low,1,57.77
TDMS_TASK_016549,B,19,Critical Peak,5,85.83
TMS_TASK_028083,C,38,Low,4,66.69
TMS_TASK_019972,A,11,High,2,82.12
SMMS_TASK_007179,B,5,Critical Peak,4,67.3
SMMS_TASK_002135,C,21,Critical Peak,4,69.73
SMMS_TASK_020245,A,19,Low,1,78.12
TMS_TASK_018400,A,1,Medium,5,75.11
SMMS_TASK_003471,A,18,Critical Peak,2,85.01
TMS_TASK_001246,B,6,High,2,50.28
SMMS_TASK_022701,B,21,Critical Peak,3,73.14
TDMS_TASK_000842,C,16,Critical Peak,2,50.28
SMMS_TASK_019097,C,40,Low,1,50.0
TDMS_TASK_023375,C,30,Critical Peak,0,58.15
TDMS_TASK_020129,B,41,Critical Peak,5,94.37
TMS_TASK_023533,B,41,High,4,88.3
TDMS_TASK_005544,C,24,High,0,46.52
TMS_TASK_004754,B,9,Medium,3,51.49
TDMS_TASK_006470,B,28,Medium,0,66.18
TDMS_TASK_007182,A,18,Low,3,84.45
TMS_TASK_013455,B,7,High,0,45.38
SMMS_TASK_021208,A,29,Low,5,100.0
SMMS_TASK_022112,B,5,Medium,4,51.42
TMS_TASK_000363,B,17,Low,5,71.83
SMMS_TASK_011836,B,41,Low,5,86.61
TMS_TASK_021069,B,39,Medium,0,62.07
TDMS_TASK_012648,B,23,Critical Peak,5,89.69
TMS_TASK_014482,B,17,Medium,0,44.76
TMS_TASK_010756,B,32,Critical Peak,2,78.99
TMS_TASK_001004,A,37,Critical Peak,4,100.0
TMS_TASK_002081,B,8,Critical Peak,4,71.58
TMS_TASK_006569,C,44,High,0,50.98
TDMS_TASK_003548,B,34,Low,0,63.03
TMS_TASK_002271,A,4,High,1,64.21
TDMS_TASK_017151,A,33,Low,4,100.0
SMMS_TASK_012775,C,7,Low,1,26.82
SMMS_TASK_013091,B,27,Low,1,65.21
TDMS_TASK_006669,C,4,Critical Peak,4,47.93
TMS_TASK_003688,A,20,Critical Peak,2,92.04
TMS_TASK_011353,B,14,Medium,5,65.58
TDMS_TASK_021991,B,18,Medium,2,62.61
TMS_TASK_021574,B,19,Medium,2,56.49
SMMS_TASK_021325,A,17,Medium,5,86.6
SMMS_TASK_022334,B,18,Critical Peak,2,66.94
TMS_TASK_008642,B,22,Critical Peak,3,79.36
TMS_TASK_007546,A,33,High,3,100.0
TMS_TASK_002546,B,32,Medium,0,64.74
TDMS_TASK_023639,B,41,Low,4,80.51
TMS_TASK_011902,C,23,High,1,53.87
TDMS_TASK_022113,B,37,Critical Peak,5,98.16
TDMS_TASK_013961,C,7,Critical Peak,3,45.27
TDMS_TASK_015905,B,34,High,4,84.71
TMS_TASK_020829,A,24,Medium,5,98.89
TMS_TASK_006070,B,27,High,3,80.61
TDMS_TASK_005053,C,23,Critical Peak,1,54.88
TMS_TASK_014675,B,32,Medium,5,88.82
TMS_TASK_009866,B,16,High,4,67.62
SMMS_TASK_017586,A,33,Critical Peak,3,100.0
TDMS_TASK_001157,B,15,High,1,53.68
TMS_TASK_025204,B,2,Medium,2,43.74
TMS_TASK_004247,A,32,High,3,100.0
TMS_TASK_029041,C,44,Low,4,69.2
TMS_TASK_000142,B,6,High,5,64.91
TDMS_TASK_016780,C,28,High,4,72.61
TMS_TASK_014360,B,36,Medium,2,70.51
TDMS_TASK_002587,A,18,High,0,79.25
TMS_TASK_022024,A,29,Low,0,84.79
TDMS_TASK_017684,B,4,Low,4,57.79
TMS_TASK_015253,B,27,Medium,2,69.42
TMS_TASK_006633,A,42,Critical Peak,0,87.51
SMMS_TASK_015989,C,30,Critical Peak,2,67.6
SMMS_TASK_006615,C,3,High,2,36.1
TMS_TASK_008562,C,42,Medium,0,49.17
TDMS_TASK_013569,C,34,Low,0,47.49
TDMS_TASK_024705,B,24,Critical Peak,3,81.05
TDMS_TASK_013832,B,17,Critical Peak,1,64.65
TMS_TASK_018027,B,42,Medium,4,77.12
SMMS_TASK_010195,C,31,High,1,55.97
TMS_TASK_001946,C,21,Low,4,55.86
SMMS_TASK_021168,C,28,Low,2,56.52
TDMS_TASK_006995,C,20,Medium,2,52.03
TDMS_TASK_004366,B,12,Critical Peak,2,61.17
SMMS_TASK_023100,B,13,Critical Peak,4,72.55
SMMS_TASK_023119,B,43,Low,1,59.01
TMS_TASK_009569,A,31,High,3,100.0
TMS_TASK_029521,C,5,High,2,30.69
SMMS_TASK_010804,C,14,High,5,57.14
TMS_TASK_005240,A,2,High,0,63.39
TDMS_TASK_011875,B,31,High,3,80.53
TDMS_TASK_001133,B,38,High,0,65.35
TMS_TASK_013329,C,43,High,1,57.04
TMS_TASK_004742,C,23,Medium,4,59.86
TDMS_TASK_017957,A,30,Low,4,98.56
TDMS_TASK_018275,C,19,High,2,54.26
SMMS_TASK_009574,B,31,High,1,78.49
TDMS_TASK_010438,A,14,High,4,90.56
TDMS_TASK_020294,C,18,High,0,39.43
SMMS_TASK_015504,B,2,Low,3,42.51
TMS_TASK_010094,A,18,High,2,78.91
TDMS_TASK_010798,B,2,Critical Peak,0,42.7
TMS_TASK_008234,A,38,Low,5,100.0
SMMS_TASK_006445,B,3,Medium,4,52.42
TMS_TASK_013550,A,20,Critical Peak,4,100.0
TMS_TASK_015793,C,2,Critical Peak,2,32.68
TMS_TASK_015079,A,4,Critical Peak,3,79.02
TMS_TASK_005563,A,9,High,5,89.92
SMMS_TASK_015266,B,22,Critical Peak,2,73.57
SMMS_TASK_001037,B,3,Medium,2,40.07
SMMS_TASK_020596,A,4,Medium,1,61.29
SMMS_TASK_013191,B,10,Low,5,60.47
SMMS_TASK_016692,B,8,Medium,2,48.45
SMMS_TASK_022104,C,7,Critical Peak,3,47.5
TDMS_TASK_009514,B,37,Low,0,68.65
SMMS_TASK_024900,C,25,High,0,41.97
TDMS_TASK_022245,B,5,Low,0,33.43
TMS_TASK_028555,B,10,Critical Peak,5,74.67
TDMS_TASK_024534,C,31,Low,0,50.17
TMS_TASK_015711,B,21,Medium,5,74.95
TMS_TASK_015408,B,38,Critical Peak,0,73.22
TMS_TASK_007449,C,4,Critical Peak,2,36.11
TDMS_TASK_000344,C,2,Critical Peak,2,34.66
TDMS_TASK_021681,A,12,Critical Peak,1,79.03
TMS_TASK_008237,A,8,Low,5,81.18
SMMS_TASK_013505,B,29,Medium,1,63.68
SMMS_TASK_016412,B,16,Low,0,45.34
SMMS_TASK_014803,A,7,High,0,62.84
TDMS_TASK_021391,B,0,Low,3,45.1
TMS_TASK_000020,A,21,Medium,3,87.34
TMS_TASK_021912,B,20,High,1,60.35
TMS_TASK_014919,C,28,Medium,5,63.83
SMMS_TASK_009213,C,32,Low,0,45.95
TDMS_TASK_011297,B,19,Medium,2,59.24
TMS_TASK_003191,C,14,Medium,0,26.71
SMMS_TASK_023226,A,44,Low,0,79.99
TMS_TASK_017606,A,25,Low,4,94.65
SMMS_TASK_015823,B,7,Medium,2,47.12
SMMS_TASK_013397,B,15,High,3,63.49
SMMS_TASK_005054,C,15,Low,3,45.1
TDMS_TASK_016489,A,1,High,3,68.05
TDMS_TASK_005696,A,17,High,1,80.7
TDMS_TASK_009996,C,11,Medium,5,49.46
TDMS_TASK_011837,B,19,Critical Peak,0,60.64
SMMS_TASK_002777,B,25,Critical Peak,4,88.01
SMMS_TASK_016137,A,5,High,5,83.44
TDMS_TASK_021426,B,30,High,4,84.77
TDMS_TASK_000447,B,29,High,5,85.52
TDMS_TASK_007472,B,3,Critical Peak,3,61.8
TMS_TASK_003010,C,38,Low,3,56.73
SMMS_TASK_002006,B,5,High,3,48.5
TDMS_TASK_003883,B,44,Low,1,62.82
SMMS_TASK_020273,A,9,Critical Peak,0,73.26
SMMS_TASK_016078,B,25,High,3,81.19
SMMS_TASK_013935,B,24,Medium,4,71.53
SMMS_TASK_020013,A,6,Low,1,62.68
TDMS_TASK_001484,A,42,High,5,100.0
TDMS_TASK_003749,A,4,Critical Peak,1,65.32
SMMS_TASK_017619,A,32,Critical Peak,4,100.0
TMS_TASK_004004,C,18,Low,2,40.63
TMS_TASK_007035,C,28,Low,2,58.92
TMS_TASK_016281,B,4,Medium,2,42.05
TMS_TASK_005021,B,22,High,4,75.87
TMS_TASK_027619,B,16,High,2,55.28
TDMS_TASK_006534,B,15,Medium,5,69.25
SMMS_TASK_011076,A,44,Critical Peak,3,100.0
TDMS_TASK_023428,B,31,High,5,87.75
TDMS_TASK_011450,C,18,High,3,52.78
SMMS_TASK_024468,B,4,Critical Peak,3,52.91
TDMS_TASK_019073,A,11,Low,0,61.22
SMMS_TASK_003974,B,13,Medium,0,45.61
TMS_TASK_010150,B,18,Critical Peak,1,65.98
TMS_TASK_007581,B,16,High,4,70.24
TMS_TASK_002153,B,25,Medium,1,63.66
SMMS_TASK_008401,B,25,Medium,5,78.21
TMS_TASK_004566,C,11,Critical Peak,2,40.42
TMS_TASK_022633,C,32,High,1,59.36
TMS_TASK_009050,B,22,Medium,5,77.51
SMMS_TASK_024946,C,3,High,3,38.22
TDMS_TASK_019444,C,43,Medium,5,69.13
TMS_TASK_005328,B,41,High,0,68.1
TMS_TASK_012754,A,12,Medium,4,81.82
TMS_TASK_024342,A,31,High,5,100.0
SMMS_TASK_003135,C,18,Low,5,63.33
TMS_TASK_008516,C,15,Critical Peak,4,56.66
SMMS_TASK_019575,B,19,High,0,56.98
TDMS_TASK_011859,A,41,Low,5,100.0
TDMS_TASK_017207,A,37,Medium,0,76.41
SMMS_TASK_000838,B,0,High,2,47.0
SMMS_TASK_001437,C,23,Critical Peak,0,44.24
TMS_TASK_022696,B,5,High,2,48.15
TMS_TASK_018057,B,40,Critical Peak,0,72.7
TMS_TASK_015804,C,25,High,3,56.92
SMMS_TASK_022484,B,34,Medium,0,62.6
SMMS_TASK_015940,C,13,High,0,36.42
SMMS_TASK_014298,C,29,High,5,71.81
TDMS_TASK_010687,C,10,Low,4,46.01
SMMS_TASK_023321,B,0,Critical Peak,1,46.82
TMS_TASK_024214,B,3,Critical Peak,5,71.83
TDMS_TASK_005126,A,20,Medium,2,84.36
TMS_TASK_017189,A,3,Low,4,69.8
TDMS_TASK_018675,B,37,Critical Peak,5,94.85
TMS_TASK_021325,C,42,Critical Peak,1,60.87
SMMS_TASK_024474,A,43,Low,1,84.76
TMS_TASK_024581,C,27,Critical Peak,3,64.27
TMS_TASK_003927,B,40,Critical Peak,2,87.4
SMMS_TASK_006548,B,15,Low,0,42.79
TMS_TASK_008488,B,39,Critical Peak,5,95.85
TMS_TASK_011031,A,16,High,3,84.75
TMS_TASK_010472,A,27,Low,3,91.4
TDMS_TASK_019844,B,16,Low,4,69.46
TMS_TASK_000540,B,11,Critical Peak,3,67.88
TDMS_TASK_001619,A,23,Critical Peak,4,100.0
SMMS_TASK_004904,C,24,Low,2,49.59
SMMS_TASK_015615,B,30,Low,4,81.69
TMS_TASK_029449,B,28,High,4,79.33
TMS_TASK_009623,C,13,High,2,42.6
SMMS_TASK_015312,C,36,Critical Peak,2,67.54
SMMS_TASK_006892,C,41,Critical Peak,3,73.98
SMMS_TASK_022299,A,4,Medium,2,61.78
TDMS_TASK_011785,B,0,Critical Peak,4,58.6
TDMS_TASK_008371,B,1,Low,4,50.39
TDMS_TASK_007780,A,44,Medium,2,97.1
TMS_TASK_000654,B,6,Low,2,47.62
TMS_TASK_019207,B,36,Low,0,60.74
TMS_TASK_012081,B,34,Medium,5,86.39
SMMS_TASK_007716,A,13,Medium,3,72.47
SMMS_TASK_013384,C,33,Medium,3,62.79
TMS_TASK_020337,A,34,Medium,4,100.0
TMS_TASK_017828,A,37,Low,2,94.94
SMMS_TASK_020083,B,21,Medium,5,75.57
TMS_TASK_002025,B,15,Critical Peak,5,75.42
TMS_TASK_001713,C,28,Medium,5,64.23
TMS_TASK_011507,B,41,Low,1,72.99
TDMS_TASK_008534,C,5,Critical Peak,2,30.71
TDMS_TASK_024590,B,5,Low,3,49.7
TMS_TASK_028100,A,42,Critical Peak,0,92.32
TMS_TASK_015627,A,14,High,1,75.24
TMS_TASK_029940,C,3,Critical Peak,1,34.12
TMS_TASK_002025,A,34,Low,2,91.95
TMS_TASK_017622,B,18,Medium,3,62.18
SMMS_TASK_004122,B,29,Low,0,58.89
TDMS_TASK_023567,B,28,High,2,71.75
TMS_TASK_024299,A,12,Critical Peak,2,81.6
TDMS_TASK_013091,C,34,Medium,3,63.09
TDMS_TASK_000953,C,28,Critical Peak,2,67.25
TMS_TASK_024748,A,30,Critical Peak,4,100.0
